Name,NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals
Iuliana Buhus,ROU,Rowing,0,0,1,0,0
Iuliana Buhus,ROU,Rowing,0,0,1,0,0
Livia Cozmiuc,ROU,Rowing,0,0,0,1,1
Madalina Beres,ROU,Rowing,0,0,1,0,0
Madalina Beres,ROU,Rowing,0,0,1,0,0
Madalina Heghes,ROU,Rowing,0,0,1,0,0
Madalina Heghes,ROU,Rowing,0,0,1,0,0
Magdalena Rusu,ROU,Rowing,0,0,1,0,0
Magdalena Rusu,ROU,Rowing,0,1,2,0,1
Maria Lehaci,ROU,Rowing,0,1,1,0,1
Maria Tivodariu,ROU,Rowing,0,0,1,0,0
Maria Tivodariu,ROU,Rowing,0,0,1,0,0
Marian Enache,ROU,Rowing,0,0,1,0,0
Marian Enache,ROU,Rowing,0,0,1,0,0
Marius Cozmiuc,ROU,Rowing,0,0,2,1,1
Marius Cozmiuc,ROU,Rowing,0,0,2,1,1
Mihai Chiruta,ROU,Rowing,0,0,1,0,0
Mihaita Tiganescu,ROU,Rowing,0,0,0,1,1
Mihaita Tiganescu,ROU,Rowing,0,0,0,1,1
Patricia Cires,ROU,Rowing,0,0,1,0,0
Roxana Anghel,ROU,Rowing,0,0,1,0,0
Roxana Anghel,ROU,Rowing,0,1,1,1,2
Sebastian Cornea,ROU,Rowing,0,1,0,0,1
Sergiu Bejan,ROU,Rowing,0,0,1,0,0
Sergiu Bejan,ROU,Rowing,0,0,1,0,0
Simona Radis,ROU,Rowing,0,1,0,0,1
Simona Radis,ROU,Rowing,0,2,0,1,3
Sorin Lehaci,ROU,Rowing,0,0,2,0,0
Stefan Berariu,ROU,Rowing,0,0,0,1,1
Stefan Berariu,ROU,Rowing,0,0,0,1,1
Stefania Petreanu,ROU,Rowing,0,1,0,0,1
Vasile Bejan,ROU,Rowing,0,0,1,0,0
Vasile Cozmiuc,ROU,Rowing,0,0,1,0,0
Vasile Semciuc,ROU,Rowing,0,0,0,1,1
Vasile Semciuc,ROU,Rowing,0,0,1,1,1
Vasile Tiganescu,ROU,Rowing,0,0,1,0,0
Viviana Bejinariu,ROU,Rowing,0,0,1,0,0
Viviana Bejinariu,ROU,Rowing,0,0,1,0,0
Vlad Aicoboae,ROU,Rowing,0,0,1,0,0
Vlad Aicoboae,ROU,Rowing,0,0,1,0,0
van Elena,ROU,Rowing,0,0,0,1,1
Ebru Bolat,ROU,Sailing,0,0,1,0,0
Laura-georgeta Ilie,ROU,Shooting,0,0,1,0,0
Laura-georgeta Ilie,ROU,Shooting,0,0,1,0,0
Bianca-andreea Costea,ROU,Swimming,0,0,2,0,0
Bianca-andreea Costea,ROU,Swimming,0,0,2,0,0
Daniel Martin,ROU,Swimming,0,0,2,0,0
Daniel Martin,ROU,Swimming,0,0,2,0,0
David Popovici,ROU,Swimming,0,0,3,0,0
David Popovici,ROU,Swimming,1,1,3,0,2
Rebecca-aimee Diaconescu,ROU,Swimming,0,0,1,0,0
Robert Glinta,ROU,Swimming,0,0,2,0,0
Robert Glinta,ROU,Swimming,0,0,2,0,0
Adina Diaconu,ROU,Table Tennis,0,0,1,0,0
Bernadette Szocs,ROU,Table Tennis,0,0,3,0,0
Bernadette Szocs,ROU,Table Tennis,0,0,6,0,0
Daniela Dodean,ROU,Table Tennis,0,0,6,0,0
Daniela Dodean,ROU,Table Tennis,0,0,6,0,0
Eduard Ionescu,ROU,Table Tennis,0,0,1,0,0
Elizabeta Samara,ROU,Table Tennis,0,0,7,0,0
Elizabeta Samara,ROU,Table Tennis,0,0,9,0,0
Ovidiu Ionescu,ROU,Table Tennis,0,0,3,0,0
Ovidiu Ionescu,ROU,Table Tennis,0,0,5,0,0
Adina Cristian,ROU,Tennis,0,0,2,0,0
Ana Bogdan,ROU,Tennis,0,0,2,0,0
Irina-camelia Begu,ROU,Tennis,0,0,2,0,0
Mihaela Buzarnescu,ROU,Tennis,0,0,1,0,0
Mihaela Buzarnescu,ROU,Tennis,0,0,1,0,0
Monica Niculescu,ROU,Tennis,0,0,3,0,0
Monica Niculescu,ROU,Tennis,0,0,4,0,0
Raluca Olaru,ROU,Tennis,0,0,1,0,0
Raluca Olaru,ROU,Tennis,0,0,1,0,0
Felix Duchampt,ROU,Triathlon,0,0,1,0,0
Felix Duchampt,ROU,Triathlon,0,0,2,0,0
Eduard Dragusin,ROU,Water Polo,0,0,1,0,0
Nicolae Oanta,ROU,Water Polo,0,0,1,0,0
Elena Toma,ROU,Weightlifting,0,0,1,0,0
Valentina Cambei,ROU,Weightlifting,0,0,0,1,1
Albert Saritov,ROU,Wrestling,1,0,1,0,1
Albert Saritov,ROU,Wrestling,1,0,1,0,1
Alin Alexuc,ROU,Wrestling,0,0,1,0,0
Alin Alexuc,ROU,Wrestling,0,0,2,0,0
Alina Vuc,ROU,Wrestling,0,0,1,0,0
Alina Vuc,ROU,Wrestling,0,0,1,0,0
Beatrice Ana,ROU,Wrestling,0,0,1,0,0
Beatrice Ana,ROU,Wrestling,0,0,2,0,0
Catalina Axente,ROU,Wrestling,0,0,1,0,0
Razvan Arnaut,ROU,Wrestling,0,0,1,0,0
Tunde Incze,ROU,Wrestling,0,0,1,0,0
Tunde Incze,ROU,Wrestling,0,0,2,0,0
Wian Roux,RSA,Archery,0,0,1,0,0
Caitlin Rooskrantz,RSA,Artistic Gymnastics,0,0,5,0,0
Caitlin Rooskrantz,RSA,Artistic Gymnastics,0,0,11,0,0
Naveen Daries,RSA,Artistic Gymnastics,0,0,5,0,0
Naveen Daries,RSA,Artistic Gymnastics,0,0,5,0,0
Clarissa Johnston,RSA,Artistic Swimming,0,0,1,0,0
Clarissa Johnston,RSA,Artistic Swimming,0,0,1,0,0
Laura Strugnell,RSA,Artistic Swimming,0,0,1,0,0
Laura Strugnell,RSA,Artistic Swimming,0,0,1,0,0
Adriaan Wildschutt,RSA,Athletics,0,0,1,0,0
Akani Simbine,RSA,Athletics,0,0,3,0,0
Akani Simbine,RSA,Athletics,0,0,4,1,1
Anaso Jobodwana,RSA,Athletics,0,0,3,0,0
Anaso Jobodwana,RSA,Athletics,0,0,3,0,0
Antonio Alkana,RSA,Athletics,0,0,2,0,0
Antonio Alkana,RSA,Athletics,0,0,2,0,0
Bayanda Walaza,RSA,Athletics,0,0,0,1,1
Benjamin Richardson,RSA,Athletics,0,0,2,0,0
Bradley Nkoana,RSA,Athletics,0,0,0,1,1
Brian Raats,RSA,Athletics,0,0,1,0,0
Charlene Coetzee,RSA,Athletics,0,0,1,0,0
Cheswill Johnson,RSA,Athletics,0,0,1,0,0
Cheswill Johnson,RSA,Athletics,0,0,2,0,0
Cian Oldknow,RSA,Athletics,0,0,1,0,0
Clarence Munyai,RSA,Athletics,0,0,3,0,0
Clarence Munyai,RSA,Athletics,0,0,3,0,0
Dominique Scott,RSA,Athletics,0,0,3,0,0
Dominique Scott,RSA,Athletics,0,0,3,0,0
Elroy Gelant,RSA,Athletics,0,0,2,0,0
Elroy Gelant,RSA,Athletics,0,0,3,0,0
Francois Prinsloo,RSA,Athletics,0,0,1,0,0
Galaletsang Ramorwa,RSA,Athletics,0,0,1,0,0
Galaletsang Ramorwa,RSA,Athletics,0,0,1,0,0
Gardeo Isaacs,RSA,Athletics,0,0,1,0,0
Gerda Steyn,RSA,Athletics,0,0,1,0,0
Gerda Steyn,RSA,Athletics,0,0,2,0,0
Gift Leotlela,RSA,Athletics,0,0,1,0,0
Gift Leotlela,RSA,Athletics,0,0,1,0,0
Kyle Blignaut,RSA,Athletics,0,0,1,0,0
Kyle Blignaut,RSA,Athletics,0,0,2,0,0
Lesiba Mashele,RSA,Athletics,0,0,1,0,0
Lesiba Mashele,RSA,Athletics,0,0,1,0,0
Lythe Pillay,RSA,Athletics,0,0,1,0,0
Lythe Pillay,RSA,Athletics,0,0,3,0,0
Marc Mundell,RSA,Athletics,0,0,3,0,0
Marc Mundell,RSA,Athletics,0,0,3,0,0
Marione Fourie,RSA,Athletics,0,0,1,0,0
Marvin Dikgale,RSA,Athletics,0,0,1,0,0
Marvin Dikgale,RSA,Athletics,0,0,1,0,0
Matthys Nortje,RSA,Athletics,0,0,1,0,0
Pheeha Mokgobo,RSA,Athletics,0,0,1,0,0
Pheeha Mokgobo,RSA,Athletics,0,0,1,0,0
Pieter Conradie,RSA,Athletics,0,0,1,0,0
Pieter Conradie,RSA,Athletics,0,0,1,0,0
Prudence Sekgodiso,RSA,Athletics,0,0,1,0,0
Rogail Joseph,RSA,Athletics,0,0,1,0,0
Ruswahl Samaai,RSA,Athletics,0,0,2,0,0
Ruswahl Samaai,RSA,Athletics,0,0,2,0,0
Ryan Mphahlele,RSA,Athletics,0,0,1,0,0
Shaun Maswanganyi,RSA,Athletics,0,0,3,0,0
Shaun Maswanganyi,RSA,Athletics,0,0,5,1,1
Sinesipho Dambile,RSA,Athletics,0,0,1,0,0
Sokwakhana Zazini,RSA,Athletics,0,0,1,0,0
Sokwakhana Zazini,RSA,Athletics,0,0,1,0,0
Stephen Mokoka,RSA,Athletics,0,0,3,0,0
Stephen Mokoka,RSA,Athletics,0,0,4,0,0
Thapelo Phora,RSA,Athletics,0,0,2,0,0
Thapelo Phora,RSA,Athletics,0,0,2,0,0
Tshepo Tshite,RSA,Athletics,0,0,1,0,0
Victor Hogan,RSA,Athletics,0,0,1,0,0
Wayne Snyman,RSA,Athletics,0,0,2,0,0
Wayne Snyman,RSA,Athletics,0,0,2,0,0
Wenda Nel,RSA,Athletics,0,0,1,0,0
Wenda Nel,RSA,Athletics,0,0,1,0,0
Zakithi Nene,RSA,Athletics,0,0,2,0,0
Zakithi Nene,RSA,Athletics,0,0,4,0,0
Zeney Geldenhuys,RSA,Athletics,0,0,1,0,0
du Edmund,RSA,Athletics,0,0,1,0,0
van Ane,RSA,Athletics,0,0,1,0,0
van Ane,RSA,Athletics,0,0,1,0,0
van Chederick,RSA,Athletics,0,0,1,0,0
van Chederick,RSA,Athletics,0,0,1,0,0
van Irvette,RSA,Athletics,0,0,1,0,0
van Irvette,RSA,Athletics,0,0,2,0,0
van Jo-ane,RSA,Athletics,0,0,0,1,1
van Jovan,RSA,Athletics,0,0,1,0,0
van Wayde,RSA,Athletics,0,0,3,0,0
van Wayde,RSA,Athletics,0,0,4,0,0
Johanita Scholtz,RSA,Badminton,0,0,1,0,0
Hamish Lovemore,RSA,Canoe Sprint,0,0,2,0,0
James Birkett,RSA,Canoe Sprint,0,0,2,0,0
Alan Hatherly,RSA,Cycling,0,0,1,0,0
Alan Hatherly,RSA,Cycling,0,0,1,0,0
Ashleigh Moolman-pasio,RSA,Cycling,0,0,4,0,0
Ashleigh Moolman-pasio,RSA,Cycling,0,0,4,0,0
Vincent Leygonie,RSA,Cycling BMX Freestyle,0,0,1,0,0
Alex Limberg,RSA,Cycling BMX Racing,0,0,1,0,0
Alex Limberg,RSA,Cycling BMX Racing,0,0,1,0,0
Miyanda Maseti,RSA,Cycling BMX Racing,0,0,1,0,0
Alan Hatherly,RSA,Cycling Mountain Bike,0,0,1,0,0
Alan Hatherly,RSA,Cycling Mountain Bike,1,0,1,0,1
Candice Lill,RSA,Cycling Mountain Bike,0,0,1,0,0
Candice Lill,RSA,Cycling Mountain Bike,0,0,2,0,0
Ashleigh Moolman,RSA,Cycling Road,0,0,1,0,0
Ashleigh Moolman-pasio,RSA,Cycling Road,0,0,2,0,0
Ashleigh Moolman-pasio,RSA,Cycling Road,0,0,2,0,0
Carla Oberholzer,RSA,Cycling Road,0,0,1,0,0
Carla Oberholzer,RSA,Cycling Road,0,0,1,0,0
Nicholas Dlamini,RSA,Cycling Road,0,0,1,0,0
Nicholas Dlamini,RSA,Cycling Road,0,0,1,0,0
Ryan Gibbons,RSA,Cycling Road,0,0,1,0,0
Ryan Gibbons,RSA,Cycling Road,0,0,2,0,0
Tiffany Keep,RSA,Cycling Road,0,0,1,0,0
de Stefan,RSA,Cycling Road,0,0,2,0,0
de Stefan,RSA,Cycling Road,0,0,2,0,0
David Maree,RSA,Cycling Track,0,0,1,0,0
David Maree,RSA,Cycling Track,0,0,1,0,0
Jean Spies,RSA,Cycling Track,0,0,2,0,0
Jean Spies,RSA,Cycling Track,0,0,4,0,0
du Charlene,RSA,Cycling Track,0,0,2,0,0
du Charlene,RSA,Cycling Track,0,0,2,0,0
Julia Vincent,RSA,Diving,0,0,2,0,0
Julia Vincent,RSA,Diving,0,0,3,0,0
Micaela Bouter,RSA,Diving,0,0,1,0,0
Micaela Bouter,RSA,Diving,0,0,1,0,0
Alexander Peternell,RSA,Equestrian,0,0,1,0,0
Victoria Scott-legendre,RSA,Equestrian,0,0,1,0,0
Victoria Scott-legendre,RSA,Equestrian,0,0,1,0,0
Alexander Peternell,RSA,Equestrianism,0,0,1,0,0
Alexander Peternell,RSA,Equestrianism,0,0,1,0,0
Harry Saner,RSA,Fencing,0,0,1,0,0
Evidence Makgopa,RSA,Football,0,0,1,0,0
Evidence Makgopa,RSA,Football,0,0,1,0,0
Goodman Mosele,RSA,Football,0,0,1,0,0
Goodman Mosele,RSA,Football,0,0,1,0,0
James Monyane,RSA,Football,0,0,1,0,0
James Monyane,RSA,Football,0,0,1,0,0
Kamohelo Mahlatsi,RSA,Football,0,0,1,0,0
Kamohelo Mahlatsi,RSA,Football,0,0,1,0,0
Katlego Mohamme,RSA,Football,0,0,1,0,0
Katlego Mohamme,RSA,Football,0,0,1,0,0
Kobamelo Kodisang,RSA,Football,0,0,1,0,0
Kobamelo Kodisang,RSA,Football,0,0,1,0,0
Luke Fleurs,RSA,Football,0,0,1,0,0
Luke Fleurs,RSA,Football,0,0,1,0,0
Luther Singh,RSA,Football,0,0,1,0,0
Luther Singh,RSA,Football,0,0,1,0,0
Mcbeth Mahlangu,RSA,Football,0,0,1,0,0
Mcbeth Mahlangu,RSA,Football,0,0,1,0,0
Mondli Mpoto,RSA,Football,0,0,1,0,0
Mondli Mpoto,RSA,Football,0,0,1,0,0
Nkosingiphile Ngcobo,RSA,Football,0,0,1,0,0
Nkosingiphile Ngcobo,RSA,Football,0,0,1,0,0
Reeve Frosler,RSA,Football,0,0,1,0,0
Reeve Frosler,RSA,Football,0,0,1,0,0
Repo Malepe,RSA,Football,0,0,2,0,0
Repo Malepe,RSA,Football,0,0,2,0,0
Ronwen Williams,RSA,Football,0,0,1,0,0
Ronwen Williams,RSA,Football,0,0,1,0,0
Sibusiso Mabiliso,RSA,Football,0,0,1,0,0
Sibusiso Mabiliso,RSA,Football,0,0,1,0,0
Sifiso Mlungwana,RSA,Football,0,0,1,0,0
Sifiso Mlungwana,RSA,Football,0,0,1,0,0
Teboho Mokoena,RSA,Football,0,0,1,0,0
Teboho Mokoena,RSA,Football,0,0,1,0,0
Thabo Cele,RSA,Football,0,0,1,0,0
Thabo Cele,RSA,Football,0,0,1,0,0
Thendo Mukumela,RSA,Football,0,0,1,0,0
Thendo Mukumela,RSA,Football,0,0,1,0,0
Ashleigh Buhai,RSA,Golf,0,0,1,0,0
Christiaan Bezuidenhout,RSA,Golf,0,0,1,0,0
Christiaan Bezuidenhout,RSA,Golf,0,0,2,0,0
Garrick Higgo,RSA,Golf,0,0,1,0,0
Garrick Higgo,RSA,Golf,0,0,1,0,0
Paula Reto,RSA,Golf,0,0,1,0,0
Paula Reto,RSA,Golf,0,0,2,0,0
van Erik,RSA,Golf,0,0,1,0,0
Abdud-dayaan Cassiem,RSA,Hockey,0,0,1,0,0
Andrew Hobson,RSA,Hockey,0,0,1,0,0
Anelle Lloyd,RSA,Hockey,0,0,1,0,0
Balfour Spooner,RSA,Hockey,0,0,1,0,0
Balfour Spooner,RSA,Hockey,0,0,1,0,0
Beatrice Seerane,RSA,Hockey,0,0,1,0,0
Beatrice Seerane,RSA,Hockey,0,0,1,0,0
Bradley Sherwood,RSA,Hockey,0,0,1,0,0
Calvin Davis,RSA,Hockey,0,0,1,0,0
Celia Seerane,RSA,Hockey,0,0,1,0,0
Charles Smith,RSA,Hockey,0,0,1,0,0
Charles Smith,RSA,Hockey,0,0,1,0,0
Charne Maddocks,RSA,Hockey,0,0,1,0,0
Charne Maddocks,RSA,Hockey,0,0,1,0,0
Cowen Julius,RSA,Hockey,0,0,1,0,0
Cowen Julius,RSA,Hockey,0,0,1,0,0
Craig Horne,RSA,Hockey,0,0,1,0,0
Craig Horne,RSA,Hockey,0,0,1,0,0
Daniel Bell,RSA,Hockey,0,0,1,0,0
Daniel Bell,RSA,Hockey,0,0,2,0,0
Dayaan Cassiem,RSA,Hockey,0,0,1,0,0
Dayaan Cassiem,RSA,Hockey,0,0,1,0,0
Dirkie Chamberlain,RSA,Hockey,0,0,1,0,0
Dirkie Chamberlain,RSA,Hockey,0,0,2,0,0
Edith Molikoe,RSA,Hockey,0,0,1,0,0
Edith Molikoe,RSA,Hockey,0,0,2,0,0
Erasmus Pieterse,RSA,Hockey,0,0,2,0,0
Erasmus Pieterse,RSA,Hockey,0,0,2,0,0
Erin Christie,RSA,Hockey,0,0,1,0,0
Erin Hunter,RSA,Hockey,0,0,1,0,0
Erin Hunter,RSA,Hockey,0,0,1,0,0
Gowan Jones,RSA,Hockey,0,0,1,0,0
Hannah Pearce,RSA,Hockey,0,0,1,0,0
John Abrahams,RSA,Hockey,0,0,1,0,0
John Abrahams,RSA,Hockey,0,0,1,0,0
Kayla Swarts,RSA,Hockey,0,0,1,0,0
Keenan Horne,RSA,Hockey,0,0,1,0,0
Kristen Paton,RSA,Hockey,0,0,1,0,0
Kristen Paton,RSA,Hockey,0,0,2,0,0
Lerato Mahole,RSA,Hockey,0,0,1,0,0
Lerato Mahole,RSA,Hockey,0,0,1,0,0
Lisa-marie Deetlefs,RSA,Hockey,0,0,1,0,0
Lisa-marie Deetlefs,RSA,Hockey,0,0,1,0,0
Luphumlo Mbande,RSA,Hockey,0,0,1,0,0
Luphumlo Mbande,RSA,Hockey,0,0,1,0,0
Mansuet Ntuli,RSA,Hockey,0,0,1,0,0
Mansuet Ntuli,RSA,Hockey,0,0,1,0,0
Marie Louw,RSA,Hockey,0,0,1,0,0
Marizen Marais,RSA,Hockey,0,0,1,0,0
Marizen Marais,RSA,Hockey,0,0,1,0,0
Matthew Guise-brown,RSA,Hockey,0,0,1,0,0
Matthew Guise-brown,RSA,Hockey,0,0,2,0,0
Michael Kok,RSA,Hockey,0,0,1,0,0
Michael Kok,RSA,Hockey,0,0,2,0,0
Mustaphaa Cassiem,RSA,Hockey,0,0,1,0,0
Mustaphaa Cassiem,RSA,Hockey,0,0,2,0,0
Nicholas Spooner,RSA,Hockey,0,0,1,0,0
Nicole Walraven,RSA,Hockey,0,0,1,0,0
Nicole Walraven,RSA,Hockey,0,0,1,0,0
Nomnikelo Veto,RSA,Hockey,0,0,1,0,0
Nomnikelo Veto,RSA,Hockey,0,0,1,0,0
Nqobile Ntuli,RSA,Hockey,0,0,1,0,0
Ntsopa Mokoena,RSA,Hockey,0,0,1,0,0
Ongeziwe Mali,RSA,Hockey,0,0,1,0,0
Onthatile Zulu,RSA,Hockey,0,0,1,0,0
Onthatile Zulu,RSA,Hockey,0,0,2,0,0
Paris-gail Isaacs,RSA,Hockey,0,0,1,0,0
Peabo Lembethe,RSA,Hockey,0,0,1,0,0
Peabo Lembethe,RSA,Hockey,0,0,1,0,0
Quanita Bobbs,RSA,Hockey,0,0,1,0,0
Quanita Bobbs,RSA,Hockey,0,0,2,0,0
Ray Eustice,RSA,Hockey,0,0,1,0,0
Ray Eustice,RSA,Hockey,0,0,1,0,0
Robyn Johnson,RSA,Hockey,0,0,1,0,0
Robyn Johnson,RSA,Hockey,0,0,1,0,0
Ryan Julius,RSA,Hockey,0,0,1,0,0
Samkelo Mvimbi,RSA,Hockey,0,0,1,0,0
Samkelo Mvimbi,RSA,Hockey,0,0,2,0,0
Stephanie Botha,RSA,Hockey,0,0,1,0,0
Taheera Augousti,RSA,Hockey,0,0,1,0,0
Taine Paton,RSA,Hockey,0,0,2,0,0
Taine Paton,RSA,Hockey,0,0,2,0,0
Taryn Mallett,RSA,Hockey,0,0,1,0,0
Taryn Mallett,RSA,Hockey,0,0,1,0,0
Timothy Drummond,RSA,Hockey,0,0,2,0,0
Timothy Drummond,RSA,Hockey,0,0,2,0,0
Toni Marks,RSA,Hockey,0,0,1,0,0
Toni Marks,RSA,Hockey,0,0,1,0,0
Tyson Dlungwana,RSA,Hockey,0,0,1,0,0
Tyson Dlungwana,RSA,Hockey,0,0,1,0,0
Zenani Kraai,RSA,Hockey,0,0,1,0,0
de Kayla,RSA,Hockey,0,0,1,0,0
van Jacque,RSA,Hockey,0,0,1,0,0
Geronay Whitebooi,RSA,Judo,0,0,1,0,0
Geronay Whitebooi,RSA,Judo,0,0,2,0,0
McGLYNN Michael,RSA,Marathon Swimming,0,0,1,0,0
McGLYNN Michael,RSA,Marathon Swimming,0,0,1,0,0
Michelle Weber,RSA,Marathon Swimming,0,0,1,0,0
Michelle Weber,RSA,Marathon Swimming,0,0,1,0,0
Jake Green,RSA,Rowing,0,0,2,0,0
Jake Green,RSA,Rowing,0,0,2,0,0
Kyle Schoonbee,RSA,Rowing,0,0,1,0,0
Kyle Schoonbee,RSA,Rowing,0,0,1,0,0
Lawrence Brittain,RSA,Rowing,0,0,1,1,1
Lawrence Brittain,RSA,Rowing,0,0,1,1,1
Luc Daffarn,RSA,Rowing,0,0,1,0,0
Luc Daffarn,RSA,Rowing,0,0,1,0,0
Sandro Torrente,RSA,Rowing,0,0,1,0,0
Sandro Torrente,RSA,Rowing,0,0,1,0,0
Angelo Davids,RSA,Rugby Sevens,0,0,1,0,0
Angelo Davids,RSA,Rugby Sevens,0,0,1,0,0
Ayanda Malinga,RSA,Rugby Sevens,0,0,1,0,0
Byrhandre Dolf,RSA,Rugby Sevens,0,0,1,0,0
Chris Dry,RSA,Rugby Sevens,0,0,1,0,0
Chris Dry,RSA,Rugby Sevens,0,0,1,0,0
Christie Grobbelaar,RSA,Rugby Sevens,1,0,0,0,1
Impi Visser,RSA,Rugby Sevens,0,0,1,0,0
Impi Visser,RSA,Rugby Sevens,1,0,1,0,1
Jc Pretorius,RSA,Rugby Sevens,0,0,1,0,0
Jc Pretorius,RSA,Rugby Sevens,0,0,1,0,0
Justin Geduld,RSA,Rugby Sevens,1,0,1,0,1
Justin Geduld,RSA,Rugby Sevens,1,0,1,0,1
Kemisetso Baloyi,RSA,Rugby Sevens,0,0,1,0,0
Kurt-lee Arendse,RSA,Rugby Sevens,0,0,1,0,0
Kurt-lee Arendse,RSA,Rugby Sevens,0,0,1,0,0
Libbie Janse,RSA,Rugby Sevens,0,0,1,0,0
Liske Lategan,RSA,Rugby Sevens,0,0,1,0,0
Maria Tshiremba,RSA,Rugby Sevens,0,0,1,0,0
Mathrin Simmers,RSA,Rugby Sevens,0,0,1,0,0
Nadine Roos,RSA,Rugby Sevens,0,0,1,0,0
Quewin Nortje,RSA,Rugby Sevens,1,0,0,0,1
Ronald Brown,RSA,Rugby Sevens,0,0,1,0,0
Ronald Brown,RSA,Rugby Sevens,1,0,1,0,1
Rosko Specman,RSA,Rugby Sevens,1,0,0,0,1
Ryan Oosthuizen,RSA,Rugby Sevens,1,0,0,0,1
Sakoyisa Makata,RSA,Rugby Sevens,0,0,1,0,0
Sakoyisa Makata,RSA,Rugby Sevens,0,0,1,0,0
Selvyn Davids,RSA,Rugby Sevens,0,0,1,0,0
Selvyn Davids,RSA,Rugby Sevens,1,0,1,0,1
Shaun Williams,RSA,Rugby Sevens,1,0,0,0,1
Shiniqwa Lamprecht,RSA,Rugby Sevens,0,0,1,0,0
Siviwe Soyizwapi,RSA,Rugby Sevens,0,0,1,0,0
Siviwe Soyizwapi,RSA,Rugby Sevens,1,0,1,0,1
Sizophila Solontsi,RSA,Rugby Sevens,0,0,1,0,0
Stedman Gans,RSA,Rugby Sevens,0,0,1,0,0
Stedman Gans,RSA,Rugby Sevens,0,0,1,0,0
Tiaan Pretorius,RSA,Rugby Sevens,1,0,0,0,1
Tristan Leyds,RSA,Rugby Sevens,1,0,0,0,1
Veroeshka Grain,RSA,Rugby Sevens,0,0,1,0,0
Zain Davids,RSA,Rugby Sevens,0,0,1,0,0
Zain Davids,RSA,Rugby Sevens,1,0,1,0,1
Zintle Mpupha,RSA,Rugby Sevens,0,0,1,0,0
de Marlize,RSA,Rugby Sevens,0,0,1,0,0
du Branco,RSA,Rugby Sevens,0,0,1,0,0
du Branco,RSA,Rugby Sevens,0,0,1,0,0
van Shilton,RSA,Rugby Sevens,1,0,0,0,1
Alex Burger,RSA,Sailing,0,0,1,0,0
Alex Burger,RSA,Sailing,0,0,1,0,0
Benjamin Daniel,RSA,Sailing,0,0,1,0,0
Benjamin Daniel,RSA,Sailing,0,0,1,0,0
Leo Davis,RSA,Sailing,0,0,1,0,0
Leo Davis,RSA,Sailing,0,0,1,0,0
David Smith,RSA,Shooting,0,0,6,1,1
David Smith,RSA,Shooting,0,0,6,1,1
Brandon Valjalo,RSA,Skateboarding,0,0,1,0,0
Brandon Valjalo,RSA,Skateboarding,0,0,2,0,0
Dallas Oberholzer,RSA,Skateboarding,0,0,1,0,0
Dallas Oberholzer,RSA,Skateboarding,0,0,2,0,0
Melissa Williams,RSA,Skateboarding,0,0,1,0,0
Melissa Williams,RSA,Skateboarding,0,0,1,0,0
Aniya Holder,RSA,Sport Climbing,0,0,1,0,0
Christopher Cosser,RSA,Sport Climbing,0,0,1,0,0
Christopher Cosser,RSA,Sport Climbing,0,0,1,0,0
Erin Sterkenburg,RSA,Sport Climbing,0,0,1,0,0
Erin Sterkenburg,RSA,Sport Climbing,0,0,1,0,0
Lauren Mukheibir,RSA,Sport Climbing,0,0,1,0,0
Bianca Buitendag,RSA,Surfing,0,0,0,1,1
Bianca Buitendag,RSA,Surfing,0,0,0,1,1
Jordy Smith,RSA,Surfing,0,0,1,0,0
McGILLIVRAY Matthew,RSA,Surfing,0,0,1,0,0
Sarah Baum,RSA,Surfing,0,0,1,0,0
Aimee Canny,RSA,Swimming,0,0,2,0,0
Aimee Canny,RSA,Swimming,0,0,3,0,0
Bradley Tandy,RSA,Swimming,0,0,2,0,0
Bradley Tandy,RSA,Swimming,0,0,2,0,0
Dune Coetzee,RSA,Swimming,0,0,1,0,0
Dune Coetzee,RSA,Swimming,0,0,1,0,0
Emma Chelius,RSA,Swimming,0,0,1,0,0
Emma Chelius,RSA,Swimming,0,0,1,0,0
Erin Gallagher,RSA,Swimming,0,0,4,0,0
Erin Gallagher,RSA,Swimming,0,0,5,0,0
Kaylene Corbett,RSA,Swimming,0,0,1,0,0
Kaylene Corbett,RSA,Swimming,0,0,2,0,0
Mariella Venter,RSA,Swimming,0,0,1,0,0
Mariella Venter,RSA,Swimming,0,0,1,0,0
Martin Binedell,RSA,Swimming,0,0,1,0,0
Martin Binedell,RSA,Swimming,0,0,1,0,0
Matthew Sates,RSA,Swimming,0,0,2,0,0
Matthew Sates,RSA,Swimming,0,0,5,0,0
Michael Houlie,RSA,Swimming,0,0,1,0,0
Michael Houlie,RSA,Swimming,0,0,1,0,0
Michelle Weber,RSA,Swimming,0,0,1,0,0
Michelle Weber,RSA,Swimming,0,0,1,0,0
Pieter Coetze,RSA,Swimming,0,0,1,0,0
Pieter Coetze,RSA,Swimming,0,0,3,0,0
Rebecca Meder,RSA,Swimming,0,0,2,0,0
Rebecca Meder,RSA,Swimming,0,0,3,0,0
Tatjana Schoenmaker,RSA,Swimming,0,1,1,1,2
Tatjana Schoenmaker,RSA,Swimming,0,1,1,1,2
Tatjana Smith,RSA,Swimming,0,1,0,1,2
du Ethan,RSA,Swimming,0,0,1,0,0
du Ethan,RSA,Swimming,0,0,1,0,0
le Chad,RSA,Swimming,0,0,2,0,0
le Chad,RSA,Swimming,0,0,3,0,0
