Name,NOC,Sport,Participation_Count,Gold_Medals,Silver_Medals,Bronze_Medals,Total_Medals
Pedro Martinez,ARG,Handball,1,0,0,0,0
Pedro Pascual,USA,Sailing,1,0,0,0,0
Pedro Pichardo,POR,Athletics,1,1,0,0,1
Pedro Portela,POR,Handball,1,0,0,0,0
Pedro Quintas,BRA,Skateboarding,1,0,0,0,0
Pedro Silva,BRA,Canoeing,1,0,0,0,0
Pedro Silva,BRA,Handball,1,0,0,0,0
Pedro Silva,POR,Swimming,2,0,0,0,0
Pedro Sousa,POR,Tennis,2,0,0,0,0
Pedro Spajari,BRA,Swimming,2,0,0,0,0
Pedro Veniss,BRA,Equestrian,2,0,0,0,0
Pedro Veniss,BRA,Equestrianism,4,0,0,0,0
Pedrya Seymour,BAH,Athletics,2,0,0,0,0
Peeter Olesk,EST,Shooting,3,0,0,0,0
Peeter Pruus,EST,Cycling Road,1,0,0,0,0
Penelope Leprevost,FRA,Equestrian,2,0,0,0,0
Peng Yan,CHN,3x3 Basketball,1,0,0,0,0
Peng Zhang,CAN,Table Tennis,2,0,0,0,0
Peng Zhang,CHN,Cycling Mountain Bike,1,0,0,0,0
Pengfei Zheng,CHN,Canoe Sprint,2,0,1,0,1
Peniamina Percival,SAM,Judo,1,0,0,0,0
Penny Oleksiak,CAN,Swimming,5,0,1,2,3
Penny Smith,AUS,Shooting,2,0,0,0,0
Peres Jepchirchir,KEN,Athletics,1,1,0,0,1
Periklis Ilias,GRE,Cycling,1,0,0,0,0
Periklis Ilias,GRE,Cycling Mountain Bike,1,0,0,0,0
Pernille Blume,DEN,Swimming,12,1,0,2,3
Perrine Delacour,FRA,Golf,1,0,0,0,0
Perris Benegas,USA,Cycling BMX Freestyle,1,0,0,0,0
Perry Baker,USA,Rugby Sevens,2,0,0,0,0
Perseus Karlstrom,SWE,Athletics,1,0,0,0,0
Peruth Chemutai,UGA,Athletics,2,1,0,0,1
Petar Gorsa,CRO,Shooting,3,0,0,0,0
Petar Tesanovic,MNE,Water Polo,1,0,0,0,0
Peter Bernek,HUN,Swimming,1,0,0,0,0
Peter Bol,AUS,Athletics,2,0,0,0,0
Peter Burling,NZL,Sailing,4,1,2,0,3
Peter Disera,CAN,Cycling Mountain Bike,1,0,0,0,0
Peter Gelle,SVK,Canoe Sprint,1,0,0,0,0
Peter Gelle,SVK,Canoeing,3,0,0,0,0
Peter Herzog,AUT,Athletics,1,0,0,0,0
Peter Holoda,HUN,Swimming,1,0,0,0,0
Peter Joppich,GER,Fencing,8,0,0,1,1
Peter Kauzer,SLO,Canoe Slalom,1,0,0,0,0
Peter Kauzer,SLO,Canoeing,3,0,1,0,1
Peter Minderhoud,NED,Equestrian,2,0,0,0,0
Peter Nagy,HUN,Weightlifting,1,0,0,0,0
Peter Nagy,SVK,Canoeing,2,0,0,0,0
Peter Paltchik,ISR,Judo,2,0,0,1,1
Peter Purcell-gilpin,ZIM,Rowing,1,0,0,0,0
Peter Roache,AUS,Rugby Sevens,1,0,0,0,0
Peter Wetzlar,ZIM,Swimming,1,0,0,0,0
Petr Cornelie,FRA,Basketball,1,0,1,0,1
Petr Fuksa,CZE,Canoe Sprint,2,0,0,0,0
Petr Fuksa,CZE,Canoeing,2,0,0,0,0
Petr Nymbursky,CZE,Shooting,1,0,0,0,0
Petra Halmai,HUN,Swimming,1,0,0,0,0
Petra Klingler,SUI,Sport Climbing,1,0,0,0,0
Petra Kurikova,CZE,Triathlon,1,0,0,0,0
Petra Kvitova,CZE,Tennis,1,0,0,0,0
Petra Nardelli,ITA,Athletics,1,0,0,0,0
Petra Vamos,HUN,Handball,1,0,0,0,0
Petrissa Solja,GER,Table Tennis,5,0,1,0,1
Petro Pakhniuk,UKR,Artistic Gymnastics,8,0,0,0,0
Petter Menning,SWE,Canoe Sprint,1,0,0,0,0
Petter Oeverby,NOR,Handball,1,0,0,0,0
Pheeha Mokgobo,RSA,Athletics,1,0,0,0,0
Phil Berna,CAN,Rugby Sevens,1,0,0,0,0
Phil Healy,IRL,Athletics,3,0,0,0,0
Phil Norman,GBR,Athletics,1,0,0,0,0
Philadelphia Orlando,KEN,Rugby Sevens,1,0,0,0,0
Philip Dalhausser,USA,Beach Volleyball,1,0,0,0,0
Philip Doyle,IRL,Rowing,1,0,0,0,0
Philip Elhage,AHO,Shooting,1,0,0,0,0
Philip Elhage,ARU,Shooting,1,0,0,0,0
Philip Heintz,GER,Swimming,3,0,0,0,0
Philip Hindes,GBR,Cycling,2,2,0,0,2
Philip Hindes,GBR,Cycling Track,1,0,1,0,1
Philip Yates,GBR,Cycling Road,1,0,0,0,0
Philipp Buhl,GER,Sailing,2,0,0,0,0
Philipp Herder,GER,Artistic Gymnastics,8,0,0,0,0
Philipp Kohlschreiber,GER,Tennis,2,0,0,0,0
Philipp Oswald,AUT,Tennis,1,0,0,0,0
Philipp Weber,GER,Handball,1,0,0,0,0
Phillip Chew,USA,Badminton,3,0,0,0,0
Phillip Dutton,AUS,Equestrianism,4,2,0,0,2
Phillip Dutton,USA,Equestrian,2,0,0,0,0
Phillip Dutton,USA,Equestrianism,6,0,0,1,1
Phillip Kinono,MHL,Swimming,1,0,0,0,0
Phillip Roper,GBR,Hockey,1,0,0,0,0
Phillip Seidler,NAM,Marathon Swimming,1,0,0,0,0
Phillip Wilson,NZL,Rowing,1,1,0,0,1
Phoebe Bacon,USA,Swimming,1,0,0,0,0
Pia Babnik,SLO,Golf,1,0,0,0,0
Pia Fernandez,URU,Athletics,1,0,0,0,0
Pia Maertens,GER,Hockey,1,0,0,0,0
Pia Skrzyszowska,POL,Athletics,2,0,0,0,0
Pien Sanders,NED,Hockey,1,1,0,0,1
Pierce Lepage,CAN,Athletics,1,0,0,0,0
Pierre Bourhis,SEN,Canoe Slalom,1,0,0,0,0
Pierre Dansou,BEN,Swimming,1,0,0,0,0
Pierre Kalulu,FRA,Football,1,0,0,0,0
Pierre Plihon,FRA,Archery,5,0,0,0,0
Pierre-ambroise Bosse,FRA,Athletics,1,0,0,0,0
Pierre-hugues Herbert,FRA,Tennis,2,0,0,0,0
Pierre-luc Poulin,CAN,Canoe Sprint,1,0,0,0,0
Pieter Coetze,RSA,Swimming,1,0,0,0,0
Pieter Conradie,RSA,Athletics,1,0,0,0,0
Pieter Devos,BEL,Equestrian,2,0,0,1,1
Pietro Figlioli,AUS,Water Polo,2,0,0,0,0
Pietro Figlioli,ITA,Water Polo,3,0,1,1,2
Pietro Ruta,ITA,Rowing,3,0,0,1,1
Pili Pena,ESP,Water Polo,1,0,1,0,1
Pimentel Dizotti,BRA,Swimming,1,0,0,0,0
Pinelopi Karamesiou,GRE,Artistic Swimming,1,0,0,0,0
Ping Huang,CHN,Badminton,1,1,0,0,1
Piotr Kantor,POL,Beach Volleyball,2,0,0,0,0
Piotr Kuczera,POL,Judo,1,0,0,0,0
Piotr Lisek,POL,Athletics,2,0,0,0,0
Piotr Malachowski,POL,Athletics,1,0,0,0,0
Piotr Myszka,POL,Sailing,2,0,0,0,0
Piotr Nowakowski,POL,Volleyball,3,0,0,0,0
Pirmin Blaak,NED,Hockey,1,0,0,0,0
Pita Taufatofua,TGA,Taekwondo,2,0,0,0,0
Po-jen Chen,TPE,Weightlifting,1,0,0,0,0
Po-ya Su,TPE,Taekwondo,1,0,0,0,0
Pol Moya,AND,Athletics,1,0,0,0,0
Polina Fouda,EGY,Rhythmic Gymnastics,1,0,0,0,0
Polina Gorshkova,ROC,Handball,1,0,1,0,1
Polina Guryeva,TKM,Weightlifting,1,0,1,0,1
Polina Komar,ROC,Artistic Swimming,1,1,0,0,1
Polina Kuznetsova,ROC,Handball,1,0,1,0,1
Polina Matveeva,ROC,Volleyball,1,0,0,0,0
Polina Mikhailova,ROC,Table Tennis,1,0,0,0,0
Polina Trifonova,BUL,Table Tennis,1,0,0,0,0
Polina Vedekhina,ROC,Handball,1,0,1,0,1
Polly Swann,GBR,Rowing,2,0,1,0,1
Polychronis Tzortzakis,GRE,Cycling Road,1,0,0,0,0
Pooja Rani,IND,Boxing,1,0,0,0,0
Popole Misenga,EOR,Judo,2,0,0,0,0
Popole Misenga,ROT,Judo,1,0,0,0,0
Poppy Olsen,AUS,Skateboarding,1,0,0,0,0
Portia Woodman,NZL,Rugby Sevens,2,1,1,0,2
Portious Warren,TTO,Athletics,1,0,0,0,0
Poul Zellmann,GER,Swimming,1,0,0,0,0
Pranati Nayak,IND,Artistic Gymnastics,5,0,0,0,0
Praneeth B.,IND,Badminton,1,0,0,0,0
Praveen Jordan,INA,Badminton,2,0,0,0,0
Pravin Jadhav,IND,Archery,3,0,0,0,0
Precht Jensen,DEN,Sailing,1,0,0,0,0
Precious Achiuwa,NGR,Basketball,1,0,0,0,0
Primoz Roglic,SLO,Cycling Road,2,1,0,0,1
Prisca Awiti,MEX,Judo,1,0,0,0,0
Prisca Chesang,UGA,Athletics,1,0,0,0,0
Prisilla Rivera,DOM,Volleyball,1,0,0,0,0
Prithika Pavade,FRA,Table Tennis,2,0,0,0,0
Privel Hinkati,BEN,Rowing,1,0,0,0,0
Promise Amukamara,NGR,Basketball,1,0,0,0,0
Przemyslaw Zamojski,POL,3x3 Basketball,1,0,0,0,0
Puch Hem,CAM,Swimming,1,0,0,0,0
Pujan Jalalpoor,IRI,Basketball,1,0,0,0,0
Puliksenija Jovanoska,MKD,Karate,1,0,0,0,0
Purity Kirui,KEN,Athletics,1,0,0,0,0
QUINN,CAN,Football,1,1,0,0,1
Qi Shi,CHN,Badminton,1,0,0,0,0
Qian Li,CHN,Boxing,1,0,1,0,1
Qian Li,POL,Table Tennis,8,0,0,0,0
Qian Wang,CHN,Shooting,1,0,0,0,0
Qian Yang,CHN,Shooting,2,2,0,0,2
Qian Zhou,CHN,Wrestling,1,0,0,1,1
Qiang Wang,CHN,Tennis,1,0,0,0,0
Qianting Tang,CHN,Swimming,2,0,0,0,0
Qianyi Wang,CHN,Artistic Swimming,1,0,1,0,1
Qianyu Pang,CHN,Wrestling,1,0,1,0,1
Qianyu Yang,HKG,Cycling Track,1,0,0,0,0
Qiaozhu Chen,CHN,Football,1,0,0,0,0
Qin Wang,CHN,Athletics,1,0,0,0,0
Qing Ma,CHN,Canoe Sprint,2,0,0,0,0
Qingfeng Wu,CHN,Swimming,4,0,0,0,0
Qingtong Li,CHN,Football,1,0,0,0,0
Qingyuan Chen,CHN,Fencing,1,0,0,0,0
Qiong Huang,CHN,Badminton,1,0,1,0,1
Qiqi Guo,CHN,Rhythmic Gymnastics,1,0,0,0,0
Qiuxia Cui,CHN,Hockey,1,0,0,0,0
Qiuyun Liao,CHN,Weightlifting,1,0,1,0,1
Quadri Aruna,NGR,Table Tennis,4,0,0,0,0
Quan Zhang,CHN,Rowing,1,0,0,0,0
Quanera Hayes,USA,Athletics,2,1,0,0,1
Quanesha Burks,USA,Athletics,1,0,0,0,0
Quanita Bobbs,RSA,Hockey,1,0,0,0,0
Quedjau Nhabali,UKR,Judo,2,0,0,0,0
Quentin Antognelli,MON,Rowing,1,0,0,0,0
Quentin Bigot,FRA,Athletics,2,0,0,0,0
Quentin Delapierre,FRA,Sailing,1,0,0,0,0
Quentin Rew,NZL,Athletics,4,0,0,0,0
Queralt Casas,ESP,Basketball,1,0,0,0,0
RAFAELLE,BRA,Football,1,0,0,0,0
RAHUL,IND,Athletics,1,0,0,0,0
RANI,IND,Hockey,1,0,0,0,0
REINIER,BRA,Football,1,1,0,0,1
RICHARLISON,BRA,Football,1,1,0,0,1
Rabab Cheddar,MAR,Boxing,1,0,0,0,0
Rababe Arafi,MAR,Athletics,4,0,0,0,0
Race Imboden,USA,Fencing,4,0,0,2,2
Racheal Kundananji,ZAM,Football,1,0,0,0,0
Rachel Daly,GBR,Football,1,0,0,0,0
Rachel Dincoff,USA,Athletics,1,0,0,0,0
Rachel Fattal,USA,Water Polo,2,2,0,0,2
Rachel Garcia,USA,Baseball/Softball,1,0,1,0,1
Rachel Honderich,CAN,Badminton,1,0,0,0,0
Rachel Klamer,NED,Triathlon,4,0,0,0,0
Rachel Lack,AUS,Baseball/Softball,1,0,0,0,0
Rachel Leblanc-bazinet,CAN,Weightlifting,1,0,0,0,0
Rachel Moret,SUI,Table Tennis,1,0,0,0,0
Rachel Pellaud,SUI,Athletics,1,0,0,0,0
Rachel Presser,AUS,Artistic Swimming,1,0,0,0,0
Rachel Schneider,USA,Athletics,1,0,0,0,0
Rachele Barbieri,ITA,Cycling Track,1,0,0,0,0
Rachele Bruni,ITA,Marathon Swimming,1,0,0,0,0
Rachele Bruni,ITA,Swimming,1,0,1,0,1
Radek Slouf,CZE,Canoe Sprint,1,0,0,1,1
Radoslaw Kawecki,POL,Swimming,2,0,0,0,0
Radu Boboc,ROU,Football,1,0,0,0,0
Radwa Abdel,EGY,Shooting,2,0,0,0,0
Radwa Sayed,EGY,Karate,1,0,0,0,0
Raegan Rutty,CAY,Artistic Gymnastics,5,0,0,0,0
Raelin D,ITA,3x3 Basketball,1,0,0,0,0
Raevyn Rogers,USA,Athletics,1,0,0,1,1
Rafa Mir,ESP,Football,1,0,1,0,1
Rafael Aghayev,AZE,Karate,1,0,1,0,1
Rafael Bogaerts,BEL,3x3 Basketball,1,0,0,0,0
Rafael Buzacarini,BRA,Judo,3,0,0,0,0
Rafael Campos,PUR,Golf,1,0,0,0,0
Rafael Jimenez,ECU,Athletics,1,0,0,0,0
Rafael Macedo,BRA,Judo,2,0,0,0,0
Rafael Mamprin,BRA,Equestrian,2,0,0,0,0
Rafael Pereira,BRA,Athletics,1,0,0,0,0
Rafael Quintero,PUR,Diving,1,0,0,0,0
Rafael Rossi,ARG,Hockey,1,0,0,0,0
Rafael Silva,BRA,Football,1,0,1,0,1
Rafael Silva,BRA,Judo,4,0,0,2,2
Rafaela Zanellato,BRA,Rugby Sevens,1,0,0,0,0
Rafal Augustyn,POL,Athletics,1,0,0,0,0
Rafal Majka,POL,Cycling Road,1,0,0,0,0
Rafal Sarnecki,POL,Cycling Track,1,0,0,0,0
Rafalia Spanoudaki,GRE,Athletics,2,0,0,0,0
Rafig Huseynov,AZE,Wrestling,1,0,0,1,1
Ragnar Ache,GER,Football,1,0,0,0,0
Rahel Daniel,ERI,Athletics,1,0,0,0,0
Rahi Sarnobat,IND,Shooting,1,0,0,0,0
Rahman Almasatfa,JOR,Karate,1,0,0,1,1
Rahmatan Toyyiba,INA,Shooting,2,0,0,0,0
Rai Benjamin,USA,Athletics,2,1,1,0,2
Raichel Bativakalolo,JPN,Rugby Sevens,1,0,0,0,0
Raijieli Daveua,FIJ,Rugby Sevens,2,0,0,1,1
Raijin Bourke,JPN,Rugby Sevens,1,0,0,0,0
Raisa Schoon,NED,Beach Volleyball,1,0,0,0,0
Rajeev Ram,USA,Tennis,4,0,1,0,1
Raluca Olaru,ROU,Tennis,1,0,0,0,0
Ramadan Darwish,EGY,Judo,3,0,0,0,0
Ramadan Hussen,EGY,Wrestling,1,0,0,0,0
Ramadan Sobhi,EGY,Football,1,0,0,0,0
Ramadhan Al-kanjari,OMA,Weightlifting,1,0,0,0,0
Ramaz Zoidze,GEO,Wrestling,1,0,0,0,0
Ramil Guliyev,AZE,Athletics,1,0,0,0,0
Ramil Guliyev,TUR,Athletics,4,0,0,0,0
Ramiro Martinez,ARG,Handball,1,0,0,0,0
Ramiro Pena,MEX,Baseball/Softball,1,0,0,0,0
Ramnarong Sawekwiharee,THA,Taekwondo,1,0,0,0,0
Ramon Pelier,CUB,Canoe Sprint,1,0,0,0,0
Ramon Rosso,DOM,Baseball/Softball,1,0,0,1,1
Ramon Schaeffer,GUA,Shooting,1,0,0,0,0
Ramos Aquino,GUM,Wrestling,1,0,0,0,0
Ramsey Angela,NED,Athletics,2,0,1,0,1
Ramzi Bahloul,TUN,Weightlifting,1,0,0,0,0
Ramzi Boukhiam,MAR,Surfing,1,0,0,0,0
Ran Sagiv,ISR,Triathlon,1,0,0,0,0
Ran Takahashi,JPN,Volleyball,1,0,0,0,0
Ran Urabe,JPN,Athletics,1,0,0,0,0
Randal Kolo,FRA,Football,1,0,0,0,0
Randolph Ross,USA,Athletics,3,1,0,0,1
Rania Rahali,TUN,Sailing,1,0,0,0,0
Ranomi Kromowidjojo,NED,Swimming,15,3,1,0,4
Ranxin Jiang,CHN,Shooting,2,1,0,1,2
Raphael Schwendinger,LIE,Judo,1,0,0,0,0
Raphael Stacchiotti,LUX,Swimming,1,0,0,0,0
Raphaela Folie,ITA,Volleyball,1,0,0,0,0
Raquel Carrera,ESP,Basketball,1,0,0,0,0
Raquel Gonzalez,ESP,Athletics,1,0,0,0,0
Raquel Kochhann,BRA,Rugby Sevens,2,0,0,0,0
Raquel Queiros,POR,Cycling Mountain Bike,1,0,0,0,0
Rares Toader,ROU,Athletics,1,0,0,0,0
Rasa Leleivyte,LTU,Cycling Road,1,0,0,0,0
Rasheed Dwyer,JAM,Athletics,1,0,0,0,0
Rashida Ellis,USA,Boxing,1,0,0,0,0
Rasmus Hoejgaard,DEN,Golf,1,0,0,0,0
Rasmus Magi,EST,Athletics,1,0,0,0,0
Rasmus Pedersen,DEN,Cycling Track,1,0,1,0,1
Rasuljon Abdurakhimov,UZB,Artistic Gymnastics,7,0,0,0,0
Ratchanok Intanon,THA,Badminton,3,0,0,0,0
Raul Entrerrios,ESP,Handball,1,0,0,1,1
Raul Lange,ARG,Sailing,1,0,0,0,0
Raul Martinez,ESP,Taekwondo,1,0,0,0,0
Raul Must,EST,Badminton,4,0,0,0,0
Raul Valdes,DOM,Baseball/Softball,1,0,0,1,1
Raven Saunders,USA,Athletics,2,0,1,0,1
Rawinda Prajongjai,THA,Badminton,1,0,0,0,0
Ray Bassil,LBN,Shooting,1,0,0,0,0
Ray Bassil,LIB,Shooting,2,0,0,0,0
Ray Eustice,RSA,Hockey,1,0,0,0,0
Rayan Helal,FRA,Cycling Track,3,0,0,1,1
Rayderley Zapata,ESP,Artistic Gymnastics,2,0,1,0,1
Raykhona Kodirova,UZB,Boxing,1,0,0,0,0
Rayssa Leal,BRA,Skateboarding,1,0,1,0,1
Raz Hershko,ISR,Judo,2,0,0,1,1
Razak Issoufou,NIG,Taekwondo,1,0,0,0,0
Reapi Ulunisau,FIJ,Rugby Sevens,1,0,0,1,1
Reba Stewart,AUS,Taekwondo,1,0,0,0,0
Rebeca Andrade,BRA,Artistic Gymnastics,5,1,1,0,2
Rebeca Andrade,BRA,Gymnastics,5,0,0,0,0
Rebecca Borga,ITA,Athletics,2,0,0,0,0
Rebecca Edwards,GBR,Rowing,1,0,0,0,0
Rebecca Henderson,AUS,Athletics,1,0,0,0,0
Rebecca Henderson,AUS,Cycling,2,0,0,0,0
Rebecca Langrehr,GER,Modern Pentathlon,1,0,0,0,0
Rebecca Meder,RSA,Swimming,2,0,0,0,0
Rebecca Nicoli,ITA,Boxing,1,0,0,0,0
Rebecca Parkes,HUN,Water Polo,1,0,0,1,1
Rebecca Petch,NZL,Cycling BMX Racing,1,0,0,0,0
Rebecca Peterson,SWE,Tennis,1,0,0,0,0
Rebecca Shorten,GBR,Rowing,1,0,0,0,0
Rebecca Silva,BRA,Beach Volleyball,1,0,0,0,0
Rebecca Smith,CAN,Swimming,3,0,1,0,1
Rebecca Smith,NZL,Football,2,0,0,0,0
Rebecka Blomqvist,SWE,Football,1,0,1,0,1
Rebekka Haase,GER,Athletics,3,0,0,0,0
Reda El,MAR,Athletics,1,0,0,0,0
Reece Prescod,GBR,Athletics,2,0,1,0,1
Reena Khokhar,IND,Hockey,1,0,0,0,0
Reena Parnat,EST,Archery,1,0,0,0,0
Reetta Hurske,FIN,Athletics,1,0,0,0,0
Reeve Frosler,RSA,Football,1,0,0,0,0
Regan Gough,NZL,Cycling,1,0,0,0,0
Regan Gough,NZL,Cycling Track,1,0,0,0,0
Regan Smith,USA,Swimming,4,0,2,1,3
Regan Ware,NZL,Rugby Sevens,2,0,1,0,1
Regan Yee,CAN,Athletics,1,0,0,0,0
Reggie Jagers,USA,Athletics,1,0,0,0,0
Regina Salmons,USA,Rowing,1,0,0,0,0
Reginald Pereira,CAN,Hockey,1,0,0,0,0
Regine Tugade-watson,GUM,Athletics,1,0,0,0,0
Reineris Salas,CUB,Wrestling,1,0,0,1,1
Rejepbay Rejepov,TKM,Weightlifting,1,0,0,0,0
Reka Bordas,HUN,Handball,1,0,0,0,0
Reka Gyuratz,HUN,Athletics,1,0,0,0,0
Reka Pupp,HUN,Judo,1,0,0,0,0
Reka Szilagyi,HUN,Athletics,1,0,0,0,0
Rellie Kaputin,PNG,Athletics,1,0,0,0,0
Remco Evenepoel,BEL,Cycling Road,2,0,0,0,0
Remedy Rule,PHI,Swimming,2,0,0,0,0
Remi Cavagna,FRA,Cycling Road,2,0,0,0,0
Remi Feuillet,MRI,Judo,1,0,0,0,0
Remi Tsuruta,JPN,Athletics,1,0,0,0,0
Remona Burchell,JAM,Athletics,1,1,0,0,1
Ren Hayakawa,JPN,Archery,4,0,0,1,1
Rena Shimazu,JPN,Modern Pentathlon,1,0,0,0,0
Renata Katona,HUN,Fencing,2,0,0,0,0
Renata Knapik-miazga,POL,Fencing,2,0,0,0,0
Renata Zarazua,MEX,Tennis,2,0,0,0,0
Renate Jansen,NED,Football,1,0,0,0,0
Renato Paratore,ITA,Golf,1,0,0,0,0
Renato Rezende,BRA,Cycling,2,0,0,0,0
Renato Rezende,BRA,Cycling BMX Racing,1,0,0,0,0
Renaud Lavillenie,FRA,Athletics,3,1,1,0,2
Rene Cournoyer,CAN,Artistic Gymnastics,7,0,0,0,0
Renee Taylor,AUS,Hockey,1,0,0,0,0
Renelle Lamote,FRA,Athletics,1,0,0,0,0
Rennosuke Tokuda,JPN,Handball,1,0,0,0,0
Reno Piscopo,AUS,Football,1,0,0,0,0
Renzo Tjon-a-joe,SUR,Swimming,2,0,0,0,0
Reo Hatate,JPN,Football,1,0,0,0,0
Reo Nishida,JPN,Diving,1,0,0,0,0
Reona Aoki,JPN,Swimming,1,0,0,0,0
Repo Malepe,RSA,Football,2,0,0,0,0
Resky Dwicahyo,AZE,Badminton,1,0,0,0,0
Revathi Veeramani,IND,Athletics,1,0,0,0,0
Revee Walcott-nolan,GBR,Athletics,1,0,0,0,0
Reza Atrinagharchi,IRI,Wrestling,1,0,0,0,0
Reza Nejati,IRI,Wrestling,1,0,0,0,0
Rhonex Kipruto,KEN,Athletics,1,0,0,0,0
Rhydian Cowley,AUS,Athletics,2,0,0,0,0
Rhys Howden,AUS,Water Polo,4,0,0,0,0
Ria Percival,NZL,Football,4,0,0,0,0
Ria Thompson,AUS,Rowing,1,0,0,1,1
Riad Abduljabbar,GER,Boxing,1,0,0,0,0
Ricarda Funk,GER,Canoe Slalom,1,1,0,0,1
Ricarda Lobe,GER,Athletics,1,0,0,0,0
Ricardo Angulo,MEX,Football,1,0,0,1,1
Ricardo Brown,JAM,Boxing,1,0,0,0,0
Ricardo Graca,BRA,Football,1,1,0,0,1
Ricardo Grigore,ROU,Football,1,0,0,0,0
Ricardo Sanchez,ESP,Hockey,1,0,0,0,0
Ricardo Suzuki,JPN,Taekwondo,1,0,0,0,0
Riccarda Dietsche,SUI,Athletics,1,0,0,0,0
Riccardo Mazzetti,ITA,Shooting,2,0,0,0,0
Riccardo Moraschini,ITA,Basketball,1,0,0,0,0
Riccardo Sbertoli,ITA,Volleyball,1,0,0,0,0
Richard Bohus,HUN,Swimming,3,0,0,0,0
Richard Campbell,AUS,Water Polo,4,0,0,0,0
Richard Campbell,CUB,Athletics,1,0,0,0,0
Richard Carapaz,ECU,Cycling Road,1,1,0,0,1
Richard Gall,GBR,Hockey,1,0,0,0,0
Richard Huebers,GER,Fencing,1,0,0,0,0
Richard Kilty,GBR,Athletics,2,0,1,0,1
Richard Marton,HUN,Swimming,2,0,0,0,0
Richard Nagy,SVK,Swimming,5,0,0,0,0
Richard Ringer,GER,Athletics,2,0,0,0,0
Richard Schmidt,GER,Rowing,4,1,2,0,3
Richard Thompson,AUS,Baseball,1,0,1,0,1
Richard Thompson,TTO,Athletics,7,1,2,0,3
Richard Torrez,USA,Boxing,1,0,1,0,1
Richardson Iro,SOL,Swimming,1,0,0,0,0
Richarno Colin,MRI,Boxing,1,0,0,0,0
Richie Porte,AUS,Cycling Road,2,0,0,0,0
Ricky Petrucciani,SUI,Athletics,1,0,0,0,0
Ricky Rubio,ESP,Basketball,1,0,0,0,0
Rie Matsubara,JPN,Rhythmic Gymnastics,3,0,0,0,0
Rigoberto Rivas,HON,Football,1,0,0,0,0
Rigoberto Uran,COL,Cycling Road,2,0,0,0,0
Rihab Elwalid,TUN,Archery,2,0,0,0,0
Riho Kurogi,JPN,Rugby Sevens,1,0,0,0,0
Riilio Rii,VAN,Rowing,1,0,0,0,0
Rika Omoto,JPN,Swimming,1,0,0,0,0
Rikako Ikee,JPN,Swimming,10,0,0,0,0
Rikako Miura,JPN,Water Polo,1,0,0,0,0
Rikuto Tamai,JPN,Diving,1,0,0,0,0
Rikuya Hoshino,JPN,Golf,1,0,0,0,0
Rikuya Ito,JPN,Athletics,1,0,0,0,0
Riley Day,AUS,Athletics,1,0,0,0,0
Riley Fitzsimmons,AUS,Canoe Sprint,2,0,0,0,0
Riley Fitzsimmons,AUS,Canoeing,1,0,0,0,0
Riley Gibbs,USA,Sailing,1,0,0,0,0
Rim Nakamura,JPN,Cycling BMX Freestyle,1,0,0,0,0
Rinka Duijndam,NED,Handball,1,0,0,0,0
Rio Azuma,JPN,Fencing,2,0,0,0,0
Rio Shirai,JPN,Swimming,1,0,0,0,0
Rio Waida,INA,Surfing,1,0,0,0,0
Ririka Hironaka,JPN,Athletics,2,0,0,0,0
Risa Nishioka,JPN,3x3 Basketball,1,0,0,0,0
Risa Shimizu,JPN,Football,1,0,0,0,0
Risako Kawai,JPN,Wrestling,2,2,0,0,2
Rishat Khaibullin,KAZ,Sport Climbing,1,0,0,0,0
Risi Pouri-lane,NZL,Rugby Sevens,1,1,0,0,1
Rita Caramignoli,ITA,Swimming,2,0,0,0,0
Rita Keszthelyi,HUN,Water Polo,3,0,0,1,1
Ritsu Doan,JPN,Football,1,0,0,0,0
Ritvars Suharevs,LAT,Weightlifting,1,0,0,0,0
Riza Kayaalp,TUR,Wrestling,1,0,0,1,1
Rkia El,MAR,Athletics,1,0,0,0,0
Rob Muffels,GER,Marathon Swimming,1,0,0,0,0
Rob Paller,ISR,Baseball/Softball,1,0,0,0,0
Robbe Ghys,BEL,Cycling Track,1,0,0,0,0
Robbert Kemperman,NED,Hockey,3,0,1,0,1
Robbie Fergusson,GBR,Rugby Sevens,1,0,0,0,0
Robeilys Peinado,VEN,Athletics,1,0,0,0,0
Robert Dickson,IRL,Sailing,1,0,0,0,0
Robert Edwards,AUS,Water Polo,1,0,0,0,0
Robert Farah,COL,Tennis,1,0,0,0,0
Robert Farken,GER,Athletics,1,0,0,0,0
Robert Finke,USA,Swimming,2,2,0,0,2
Robert Florentino,DOM,Judo,1,0,0,0,0
Robert Gardos,AUT,Table Tennis,6,0,0,0,0
Robert Glinta,ROU,Swimming,2,0,0,0,0
Robert Kasza,HUN,Modern Pentathlon,1,0,0,0,0
Robert Luecken,NED,Rowing,1,0,0,0,0
Robert Meeuwsen,NED,Beach Volleyball,2,0,0,1,1
Robert Mshvidobadze,ROC,Judo,1,0,0,0,0
Robert Santavy,CAN,Weightlifting,2,0,0,0,0
Robert Scheidt,BRA,Sailing,7,2,2,1,5
Robert Sobera,POL,Athletics,2,0,0,0,0
Robert Tvorogal,LTU,Artistic Gymnastics,7,0,0,0,0
Robert Tvorogal,LTU,Gymnastics,7,0,0,0,0
Roberta Bruni,ITA,Athletics,1,0,0,0,0
Roberto Alvarado,MEX,Football,1,0,0,1,1
Roberto Carballes,ESP,Tennis,2,0,0,0,0
