Year,NOC,Sport,Name,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total Medals
2020,USA,Baseball/Softball,Michelle Moultrie,0,0,0,1,1
2020,USA,Baseball/Softball,Michelle Moultrie,0,0,0,1,1
2020,USA,Baseball/Softball,Monica Abbott,0,0,0,1,1
2020,USA,Baseball/Softball,Monica Abbott,0,0,0,1,1
2020,USA,Baseball/Softball,Nick Allen,0,0,0,1,1
2020,USA,Baseball/Softball,Nick Allen,0,0,0,1,1
2020,USA,Baseball/Softball,Nick Martinez,0,0,0,1,1
2020,USA,Baseball/Softball,Nick Martinez,0,0,0,1,1
2020,USA,Baseball/Softball,Patrick Kivlehan,0,0,0,1,1
2020,USA,Baseball/Softball,Patrick Kivlehan,0,0,0,1,1
2020,USA,Baseball/Softball,Rachel Garcia,0,0,0,1,1
2020,USA,Baseball/Softball,Rachel Garcia,0,0,0,1,1
2020,USA,Baseball/Softball,Ryder Ryan,0,0,0,1,1
2020,USA,Baseball/Softball,Ryder Ryan,0,0,0,1,1
2020,USA,Baseball/Softball,Scott Kazmir,0,0,0,1,1
2020,USA,Baseball/Softball,Scott Kazmir,0,0,0,1,1
2020,USA,Baseball/Softball,Shane Baz,0,0,0,1,1
2020,USA,Baseball/Softball,Shane Baz,0,0,0,1,1
2020,USA,Baseball/Softball,Simeon Woods,0,0,0,1,1
2020,USA,Baseball/Softball,Simeon Woods,0,0,0,1,1
2020,USA,Baseball/Softball,Tim Federowicz,0,0,0,1,1
2020,USA,Baseball/Softball,Tim Federowicz,0,0,0,1,1
2020,USA,Baseball/Softball,Todd Frazier,0,0,0,1,1
2020,USA,Baseball/Softball,Todd Frazier,0,0,0,1,1
2020,USA,Baseball/Softball,Triston Casas,0,0,0,1,1
2020,USA,Baseball/Softball,Triston Casas,0,0,0,1,1
2020,USA,Baseball/Softball,Tyler Austin,0,0,0,1,1
2020,USA,Baseball/Softball,Tyler Austin,0,0,0,1,1
2020,USA,Baseball/Softball,Valerie Arioto,0,0,0,1,1
2020,USA,Baseball/Softball,Valerie Arioto,0,0,0,1,1
2020,USA,Basketball,A'ja Wilson,0,1,0,0,1
2020,USA,Basketball,A'ja Wilson,0,1,0,0,1
2020,USA,Basketball,Ariel Atkins,0,1,0,0,1
2020,USA,Basketball,Ariel Atkins,0,1,0,0,1
2020,USA,Basketball,Bam Adebayo,0,1,0,0,1
2020,USA,Basketball,Bam Adebayo,0,1,0,0,1
2020,USA,Basketball,Breanna Stewart,0,1,0,0,1
2020,USA,Basketball,Breanna Stewart,0,1,0,0,1
2020,USA,Basketball,Brittney Griner,0,1,0,0,1
2020,USA,Basketball,Brittney Griner,0,1,0,0,1
2020,USA,Basketball,Chelsea Gray,0,1,0,0,1
2020,USA,Basketball,Chelsea Gray,0,1,0,0,1
2020,USA,Basketball,Damian Lillard,0,1,0,0,1
2020,USA,Basketball,Damian Lillard,0,1,0,0,1
2020,USA,Basketball,Devin Booker,0,1,0,0,1
2020,USA,Basketball,Devin Booker,0,1,0,0,1
2020,USA,Basketball,Diana Taurasi,0,1,0,0,1
2020,USA,Basketball,Diana Taurasi,0,1,0,0,1
2020,USA,Basketball,Draymond Green,0,1,0,0,1
2020,USA,Basketball,Draymond Green,0,1,0,0,1
2020,USA,Basketball,Javale Mcgee,0,1,0,0,1
2020,USA,Basketball,Javale Mcgee,0,1,0,0,1
2020,USA,Basketball,Jayson Tatum,0,1,0,0,1
2020,USA,Basketball,Jayson Tatum,0,1,0,0,1
2020,USA,Basketball,Jerami Grant,0,1,0,0,1
2020,USA,Basketball,Jerami Grant,0,1,0,0,1
2020,USA,Basketball,Jewell Loyd,0,1,0,0,1
2020,USA,Basketball,Jewell Loyd,0,1,0,0,1
2020,USA,Basketball,Jrue Holiday,0,1,0,0,1
2020,USA,Basketball,Jrue Holiday,0,1,0,0,1
2020,USA,Basketball,Keldon Johnson,0,1,0,0,1
2020,USA,Basketball,Keldon Johnson,0,1,0,0,1
2020,USA,Basketball,Kevin Durant,0,1,0,0,1
2020,USA,Basketball,Kevin Durant,0,1,0,0,1
2020,USA,Basketball,Khris Middleton,0,1,0,0,1
2020,USA,Basketball,Khris Middleton,0,1,0,0,1
2020,USA,Basketball,Napheesa Collier,0,1,0,0,1
2020,USA,Basketball,Napheesa Collier,0,1,0,0,1
2020,USA,Basketball,Skylar Diggins,0,1,0,0,1
2020,USA,Basketball,Skylar Diggins,0,1,0,0,1
2020,USA,Basketball,Sue Bird,0,1,0,0,1
2020,USA,Basketball,Sue Bird,0,1,0,0,1
2020,USA,Basketball,Sylvia Fowles,0,1,0,0,1
2020,USA,Basketball,Sylvia Fowles,0,1,0,0,1
2020,USA,Basketball,Tina Charles,0,1,0,0,1
2020,USA,Basketball,Tina Charles,0,1,0,0,1
2020,USA,Basketball,Zach Lavine,0,1,0,0,1
2020,USA,Basketball,Zach Lavine,0,1,0,0,1
2020,USA,Beach Volleyball,Alix Klineman,0,1,0,0,1
2020,USA,Beach Volleyball,Alix Klineman,0,1,0,0,1
2020,USA,Beach Volleyball,April Ross,0,1,0,0,1
2020,USA,Beach Volleyball,April Ross,0,1,0,0,1
2020,USA,Beach Volleyball,Jacob Gibb,0,0,1,0,0
2020,USA,Beach Volleyball,Jacob Gibb,0,0,1,0,0
2020,USA,Beach Volleyball,Kelly Claes,0,0,1,0,0
2020,USA,Beach Volleyball,Kelly Claes,0,0,1,0,0
2020,USA,Beach Volleyball,Nicholas Lucena,0,0,1,0,0
2020,USA,Beach Volleyball,Nicholas Lucena,0,0,1,0,0
2020,USA,Beach Volleyball,Philip Dalhausser,0,0,1,0,0
2020,USA,Beach Volleyball,Philip Dalhausser,0,0,1,0,0
2020,USA,Beach Volleyball,Sarah Sponcil,0,0,1,0,0
2020,USA,Beach Volleyball,Sarah Sponcil,0,0,1,0,0
2020,USA,Beach Volleyball,Tri Bourne,0,0,1,0,0
2020,USA,Beach Volleyball,Tri Bourne,0,0,1,0,0
2020,USA,Boxing,Delante Johnson,0,0,1,0,0
2020,USA,Boxing,Delante Johnson,0,0,1,0,0
2020,USA,Boxing,Duke Ragan,0,0,0,1,1
2020,USA,Boxing,Duke Ragan,0,0,0,1,1
2020,USA,Boxing,Keyshawn Davis,0,0,0,1,1
2020,USA,Boxing,Keyshawn Davis,0,0,0,1,1
2020,USA,Boxing,Naomi Graham,0,0,1,0,0
2020,USA,Boxing,Naomi Graham,0,0,1,0,0
2020,USA,Boxing,Oshae Jones,1,0,0,0,1
2020,USA,Boxing,Oshae Jones,1,0,0,0,1
2020,USA,Boxing,Rashida Ellis,0,0,1,0,0
2020,USA,Boxing,Rashida Ellis,0,0,1,0,0
2020,USA,Boxing,Richard Torrez,0,0,0,1,1
2020,USA,Boxing,Richard Torrez,0,0,0,1,1
2020,USA,Boxing,Troy Isley,0,0,1,0,0
2020,USA,Boxing,Troy Isley,0,0,1,0,0
2020,USA,Boxing,Virginia Fuchs,0,0,1,0,0
2020,USA,Boxing,Virginia Fuchs,0,0,1,0,0
2020,USA,Boxing,Yarisel Ramirez,0,0,1,0,0
2020,USA,Boxing,Yarisel Ramirez,0,0,1,0,0
2020,USA,Canoe Slalom,Evy Leibfarth,0,0,2,0,0
2020,USA,Canoe Slalom,Evy Leibfarth,0,0,2,0,0
2020,USA,Canoe Slalom,Michal Smolen,0,0,1,0,0
2020,USA,Canoe Slalom,Michal Smolen,0,0,1,0,0
2020,USA,Canoe Slalom,Zachary Lokken,0,0,1,0,0
2020,USA,Canoe Slalom,Zachary Lokken,0,0,1,0,0
2020,USA,Canoe Sprint,Nevin Harrison,0,1,0,0,1
2020,USA,Canoe Sprint,Nevin Harrison,0,1,0,0,1
2020,USA,Cycling BMX Freestyle,Hannah Roberts,0,0,0,1,1
2020,USA,Cycling BMX Freestyle,Hannah Roberts,0,0,0,1,1
2020,USA,Cycling BMX Freestyle,Justin Dowell,0,0,1,0,0
2020,USA,Cycling BMX Freestyle,Justin Dowell,0,0,1,0,0
2020,USA,Cycling BMX Freestyle,Nick Bruce,0,0,1,0,0
2020,USA,Cycling BMX Freestyle,Nick Bruce,0,0,1,0,0
2020,USA,Cycling BMX Freestyle,Perris Benegas,0,0,1,0,0
2020,USA,Cycling BMX Freestyle,Perris Benegas,0,0,1,0,0
2020,USA,Cycling BMX Racing,Alise Willoughby,0,0,1,0,0
2020,USA,Cycling BMX Racing,Alise Willoughby,0,0,1,0,0
2020,USA,Cycling BMX Racing,Connor Fields,0,0,1,0,0
2020,USA,Cycling BMX Racing,Connor Fields,0,0,1,0,0
2020,USA,Cycling BMX Racing,Corben Sharrah,0,0,1,0,0
2020,USA,Cycling BMX Racing,Corben Sharrah,0,0,1,0,0
2020,USA,Cycling BMX Racing,Felicia Stancil,0,0,1,0,0
2020,USA,Cycling BMX Racing,Felicia Stancil,0,0,1,0,0
2020,USA,Cycling BMX Racing,Payton Ridenour,0,0,1,0,0
2020,USA,Cycling BMX Racing,Payton Ridenour,0,0,1,0,0
2020,USA,Cycling Mountain Bike,Christopher Blevins,0,0,1,0,0
2020,USA,Cycling Mountain Bike,Christopher Blevins,0,0,1,0,0
2020,USA,Cycling Mountain Bike,Erin Huck,0,0,1,0,0
2020,USA,Cycling Mountain Bike,Erin Huck,0,0,1,0,0
2020,USA,Cycling Mountain Bike,Haley Batten,0,0,1,0,0
2020,USA,Cycling Mountain Bike,Haley Batten,0,0,1,0,0
2020,USA,Cycling Mountain Bike,Kate Courtney,0,0,1,0,0
2020,USA,Cycling Mountain Bike,Kate Courtney,0,0,1,0,0
2020,USA,Cycling Road,Amber Neben,0,0,1,0,0
2020,USA,Cycling Road,Amber Neben,0,0,1,0,0
2020,USA,Cycling Road,Chloe Dygert,0,0,2,0,0
2020,USA,Cycling Road,Chloe Dygert,0,0,2,0,0
2020,USA,Cycling Road,Coryn Rivera,0,0,1,0,0
2020,USA,Cycling Road,Coryn Rivera,0,0,1,0,0
2020,USA,Cycling Road,Lawson Craddock,0,0,2,0,0
2020,USA,Cycling Road,Lawson Craddock,0,0,2,0,0
2020,USA,Cycling Road,Leah Thomas,0,0,1,0,0
2020,USA,Cycling Road,Leah Thomas,0,0,1,0,0
2020,USA,Cycling Road,McNULTY Brandon,0,0,2,0,0
2020,USA,Cycling Road,McNULTY Brandon,0,0,2,0,0
2020,USA,Cycling Road,Ruth Winder,0,0,1,0,0
2020,USA,Cycling Road,Ruth Winder,0,0,1,0,0
2020,USA,Cycling Track,Adrian Hegyvary,0,0,2,0,0
2020,USA,Cycling Track,Adrian Hegyvary,0,0,2,0,0
2020,USA,Cycling Track,Chloe Dygert,1,0,0,0,1
2020,USA,Cycling Track,Chloe Dygert,1,0,0,0,1
2020,USA,Cycling Track,Emma White,1,0,0,0,1
2020,USA,Cycling Track,Emma White,1,0,0,0,1
2020,USA,Cycling Track,Gavin Hoover,0,0,2,0,0
2020,USA,Cycling Track,Gavin Hoover,0,0,2,0,0
2020,USA,Cycling Track,Jennifer Valente,1,1,1,0,2
2020,USA,Cycling Track,Jennifer Valente,1,1,1,0,2
2020,USA,Cycling Track,Kendall Ryan,0,0,1,0,0
2020,USA,Cycling Track,Kendall Ryan,0,0,1,0,0
2020,USA,Cycling Track,Lily Williams,1,0,1,0,1
2020,USA,Cycling Track,Lily Williams,1,0,1,0,1
2020,USA,Cycling Track,Madalyn Godby,0,0,2,0,0
2020,USA,Cycling Track,Madalyn Godby,0,0,2,0,0
2020,USA,Cycling Track,Megan Jastrab,1,0,2,0,1
2020,USA,Cycling Track,Megan Jastrab,1,0,2,0,1
2020,USA,Diving,Alison Gibson,0,0,1,0,0
2020,USA,Diving,Alison Gibson,0,0,1,0,0
2020,USA,Diving,Andrew Capobianco,0,0,1,1,1
2020,USA,Diving,Andrew Capobianco,0,0,1,1,1
2020,USA,Diving,Brandon Loschiavo,0,0,1,0,0
2020,USA,Diving,Brandon Loschiavo,0,0,1,0,0
2020,USA,Diving,Delaney Schnell,0,0,1,1,1
2020,USA,Diving,Delaney Schnell,0,0,1,1,1
2020,USA,Diving,Hailey Hernandez,0,0,1,0,0
2020,USA,Diving,Hailey Hernandez,0,0,1,0,0
2020,USA,Diving,Jessica Parratto,0,0,0,1,1
2020,USA,Diving,Jessica Parratto,0,0,0,1,1
2020,USA,Diving,Jordan Windle,0,0,1,0,0
2020,USA,Diving,Jordan Windle,0,0,1,0,0
2020,USA,Diving,Katrina Young,0,0,1,0,0
2020,USA,Diving,Katrina Young,0,0,1,0,0
2020,USA,Diving,Krysta Palmer,1,0,1,0,1
2020,USA,Diving,Krysta Palmer,1,0,1,0,1
2020,USA,Diving,Michael Hixon,0,0,0,1,1
2020,USA,Diving,Michael Hixon,0,0,0,1,1
2020,USA,Diving,Tyler Downs,0,0,1,0,0
2020,USA,Diving,Tyler Downs,0,0,1,0,0
2020,USA,Equestrian,Adrienne Lyle,0,0,1,1,1
2020,USA,Equestrian,Adrienne Lyle,0,0,1,1,1
2020,USA,Equestrian,Boyd Martin,0,0,2,0,0
2020,USA,Equestrian,Boyd Martin,0,0,2,0,0
2020,USA,Equestrian,Doug Payne,0,0,2,0,0
2020,USA,Equestrian,Doug Payne,0,0,2,0,0
2020,USA,Equestrian,Jessica Springsteen,0,0,1,1,1
2020,USA,Equestrian,Jessica Springsteen,0,0,1,1,1
2020,USA,Equestrian,Kent Farrington,0,0,1,1,1
2020,USA,Equestrian,Kent Farrington,0,0,1,1,1
2020,USA,Equestrian,Laura Kraut,0,0,1,1,1
2020,USA,Equestrian,Laura Kraut,0,0,1,1,1
2020,USA,Equestrian,Mclain Ward,0,0,1,1,1
2020,USA,Equestrian,Mclain Ward,0,0,1,1,1
2020,USA,Equestrian,Phillip Dutton,0,0,2,0,0
2020,USA,Equestrian,Phillip Dutton,0,0,2,0,0
2020,USA,Equestrian,Sabine Schut-kery,0,0,1,1,1
2020,USA,Equestrian,Sabine Schut-kery,0,0,1,1,1
2020,USA,Equestrian,Steffen Peters,0,0,1,1,1
2020,USA,Equestrian,Steffen Peters,0,0,1,1,1
2020,USA,Equestrian,Tamra Smith,0,0,1,0,0
2020,USA,Equestrian,Tamra Smith,0,0,1,0,0
2020,USA,Fencing,Alexander Massialas,1,0,1,0,1
2020,USA,Fencing,Alexander Massialas,1,0,1,0,1
2020,USA,Fencing,Andrew Mackiewicz,0,0,2,0,0
2020,USA,Fencing,Andrew Mackiewicz,0,0,2,0,0
2020,USA,Fencing,Anne-elizabeth Stone,0,0,2,0,0
2020,USA,Fencing,Anne-elizabeth Stone,0,0,2,0,0
2020,USA,Fencing,Courtney Hurley,0,0,2,0,0
2020,USA,Fencing,Courtney Hurley,0,0,2,0,0
2020,USA,Fencing,Dagmara Wozniak,0,0,2,0,0
2020,USA,Fencing,Dagmara Wozniak,0,0,2,0,0
2020,USA,Fencing,Daryl Homer,0,0,2,0,0
2020,USA,Fencing,Daryl Homer,0,0,2,0,0
2020,USA,Fencing,Eli Dershwitz,0,0,2,0,0
2020,USA,Fencing,Eli Dershwitz,0,0,2,0,0
2020,USA,Fencing,Francesca Russo,0,0,1,0,0
2020,USA,Fencing,Francesca Russo,0,0,1,0,0
2020,USA,Fencing,Gerek Meinhardt,1,0,1,0,1
2020,USA,Fencing,Gerek Meinhardt,1,0,1,0,1
2020,USA,Fencing,Jacob Hoyle,0,0,2,0,0
2020,USA,Fencing,Jacob Hoyle,0,0,2,0,0
2020,USA,Fencing,Jacqueline Dubrovich,0,0,2,0,0
2020,USA,Fencing,Jacqueline Dubrovich,0,0,2,0,0
2020,USA,Fencing,Katharine Holmes,0,0,2,0,0
2020,USA,Fencing,Katharine Holmes,0,0,2,0,0
2020,USA,Fencing,Kelley Hurley,0,0,2,0,0
2020,USA,Fencing,Kelley Hurley,0,0,2,0,0
2020,USA,Fencing,Khalil Thompson,0,0,1,0,0
2020,USA,Fencing,Khalil Thompson,0,0,1,0,0
2020,USA,Fencing,Lee Kiefer,0,1,1,0,1
2020,USA,Fencing,Lee Kiefer,0,1,1,0,1
2020,USA,Fencing,Mariel Zagunis,0,0,2,0,0
2020,USA,Fencing,Mariel Zagunis,0,0,2,0,0
2020,USA,Fencing,McDOWALD Curtis,0,0,2,0,0
2020,USA,Fencing,McDOWALD Curtis,0,0,2,0,0
2020,USA,Fencing,Nick Itkin,1,0,1,0,1
2020,USA,Fencing,Nick Itkin,1,0,1,0,1
2020,USA,Fencing,Nicole Ross,0,0,2,0,0
2020,USA,Fencing,Nicole Ross,0,0,2,0,0
2020,USA,Fencing,Race Imboden,1,0,0,0,1
2020,USA,Fencing,Race Imboden,1,0,0,0,1
2020,USA,Fencing,Sabrina Massialas,0,0,1,0,0
2020,USA,Fencing,Sabrina Massialas,0,0,1,0,0
2020,USA,Fencing,Yeisser Ramirez,0,0,2,0,0
2020,USA,Fencing,Yeisser Ramirez,0,0,2,0,0
2020,USA,Fencing,van Anna,0,0,1,0,0
2020,USA,Fencing,van Anna,0,0,1,0,0
2020,USA,Football,Abby Dahlkemper,1,0,0,0,1
2020,USA,Football,Abby Dahlkemper,1,0,0,0,1
2020,USA,Football,Adrianna Franch,1,0,0,0,1
2020,USA,Football,Adrianna Franch,1,0,0,0,1
2020,USA,Football,Alex Morgan,1,0,0,0,1
2020,USA,Football,Alex Morgan,1,0,0,0,1
2020,USA,Football,Alyssa Naeher,1,0,0,0,1
2020,USA,Football,Alyssa Naeher,1,0,0,0,1
2020,USA,Football,Becky Sauerbrunn,1,0,0,0,1
2020,USA,Football,Becky Sauerbrunn,1,0,0,0,1
2020,USA,Football,Carli Lloyd,1,0,0,0,1
2020,USA,Football,Carli Lloyd,1,0,0,0,1
2020,USA,Football,Casey Krueger,1,0,0,0,1
2020,USA,Football,Casey Krueger,1,0,0,0,1
2020,USA,Football,Catarina Macario,1,0,0,0,1
2020,USA,Football,Catarina Macario,1,0,0,0,1
2020,USA,Football,Christen Press,1,0,0,0,1
2020,USA,Football,Christen Press,1,0,0,0,1
2020,USA,Football,Crystal Dunn,1,0,0,0,1
2020,USA,Football,Crystal Dunn,1,0,0,0,1
2020,USA,Football,Emily Sonnett,1,0,0,0,1
2020,USA,Football,Emily Sonnett,1,0,0,0,1
2020,USA,Football,Jane Campbell,1,0,0,0,1
2020,USA,Football,Jane Campbell,1,0,0,0,1
2020,USA,Football,Julie Ertz,1,0,0,0,1
2020,USA,Football,Julie Ertz,1,0,0,0,1
2020,USA,Football,Kelley O'hara,1,0,0,0,1
2020,USA,Football,Kelley O'hara,1,0,0,0,1
2020,USA,Football,Kristie Mewis,1,0,0,0,1
2020,USA,Football,Kristie Mewis,1,0,0,0,1
2020,USA,Football,Lindsey Horan,1,0,0,0,1
2020,USA,Football,Lindsey Horan,1,0,0,0,1
2020,USA,Football,Lynn Williams,1,0,0,0,1
2020,USA,Football,Lynn Williams,1,0,0,0,1
2020,USA,Football,Megan Rapinoe,1,0,0,0,1
2020,USA,Football,Megan Rapinoe,1,0,0,0,1
2020,USA,Football,Rose Lavelle,1,0,0,0,1
2020,USA,Football,Rose Lavelle,1,0,0,0,1
2020,USA,Football,Samantha Mewis,1,0,0,0,1
2020,USA,Football,Samantha Mewis,1,0,0,0,1
2020,USA,Football,Tierna Davidson,1,0,0,0,1
2020,USA,Football,Tierna Davidson,1,0,0,0,1
2020,USA,Football,Tobin Heath,1,0,0,0,1
2020,USA,Football,Tobin Heath,1,0,0,0,1
2020,USA,Golf,Collin Morikawa,0,0,1,0,0
2020,USA,Golf,Collin Morikawa,0,0,1,0,0
2020,USA,Golf,Danielle Kang,0,0,1,0,0
2020,USA,Golf,Danielle Kang,0,0,1,0,0
2020,USA,Golf,Jessica Korda,0,0,1,0,0
2020,USA,Golf,Jessica Korda,0,0,1,0,0
2020,USA,Golf,Justin Thomas,0,0,1,0,0
2020,USA,Golf,Justin Thomas,0,0,1,0,0
2020,USA,Golf,Lexi Thompson,0,0,1,0,0
2020,USA,Golf,Lexi Thompson,0,0,1,0,0
2020,USA,Golf,Nelly Korda,0,1,0,0,1
2020,USA,Golf,Nelly Korda,0,1,0,0,1
2020,USA,Golf,Patrick Reed,0,0,1,0,0
2020,USA,Golf,Patrick Reed,0,0,1,0,0
2020,USA,Golf,Xander Schauffele,0,1,0,0,1
2020,USA,Golf,Xander Schauffele,0,1,0,0,1
2020,USA,Judo,Angelica Delgado,0,0,1,0,0
2020,USA,Judo,Angelica Delgado,0,0,1,0,0
2020,USA,Judo,Colton Brown,0,0,1,0,0
2020,USA,Judo,Colton Brown,0,0,1,0,0
2020,USA,Judo,Nefeli Papadakis,0,0,1,0,0
2020,USA,Judo,Nefeli Papadakis,0,0,1,0,0
2020,USA,Judo,Nina Cutro-kelly,0,0,1,0,0
2020,USA,Judo,Nina Cutro-kelly,0,0,1,0,0
2020,USA,Karate,Ariel Torres,1,0,0,0,1
2020,USA,Karate,Ariel Torres,1,0,0,0,1
2020,USA,Karate,Brian Irr,0,0,1,0,0
2020,USA,Karate,Brian Irr,0,0,1,0,0
2020,USA,Karate,Sakura Kokumai,0,0,1,0,0
2020,USA,Karate,Sakura Kokumai,0,0,1,0,0
2020,USA,Karate,Thomas Scott,0,0,1,0,0
2020,USA,Karate,Thomas Scott,0,0,1,0,0
2020,USA,Marathon Swimming,Ashley Twichell,0,0,1,0,0
2020,USA,Marathon Swimming,Ashley Twichell,0,0,1,0,0
2020,USA,Marathon Swimming,Haley Anderson,0,0,1,0,0
2020,USA,Marathon Swimming,Haley Anderson,0,0,1,0,0
2020,USA,Marathon Swimming,Jordan Wilimovsky,0,0,1,0,0
2020,USA,Marathon Swimming,Jordan Wilimovsky,0,0,1,0,0
2020,USA,Modern Pentathlon,Amro Elgeziry,0,0,1,0,0
2020,USA,Modern Pentathlon,Amro Elgeziry,0,0,1,0,0
2020,USA,Modern Pentathlon,Samantha Schultz,0,0,1,0,0
2020,USA,Modern Pentathlon,Samantha Schultz,0,0,1,0,0
2020,USA,Rhythmic Gymnastics,Camilla Feeley,0,0,1,0,0
2020,USA,Rhythmic Gymnastics,Camilla Feeley,0,0,1,0,0
2020,USA,Rhythmic Gymnastics,Elizaveta Pletneva,0,0,1,0,0
2020,USA,Rhythmic Gymnastics,Elizaveta Pletneva,0,0,1,0,0
2020,USA,Rhythmic Gymnastics,Evita Griskenas,0,0,1,0,0
2020,USA,Rhythmic Gymnastics,Evita Griskenas,0,0,1,0,0
2020,USA,Rhythmic Gymnastics,Isabelle Connor,0,0,1,0,0
2020,USA,Rhythmic Gymnastics,Isabelle Connor,0,0,1,0,0
2020,USA,Rhythmic Gymnastics,Laura Zeng,0,0,1,0,0
2020,USA,Rhythmic Gymnastics,Laura Zeng,0,0,1,0,0
2020,USA,Rhythmic Gymnastics,Lili Mizuno,0,0,1,0,0
2020,USA,Rhythmic Gymnastics,Lili Mizuno,0,0,1,0,0
2020,USA,Rhythmic Gymnastics,Nicole Sladkov,0,0,1,0,0
2020,USA,Rhythmic Gymnastics,Nicole Sladkov,0,0,1,0,0
2020,USA,Rowing,Alexander Richards,0,0,1,0,0
2020,USA,Rowing,Alexander Richards,0,0,1,0,0
2020,USA,Rowing,Alison Rusher,0,0,1,0,0
2020,USA,Rowing,Alison Rusher,0,0,1,0,0
2020,USA,Rowing,Anders Weiss,0,0,1,0,0
2020,USA,Rowing,Anders Weiss,0,0,1,0,0
2020,USA,Rowing,Andrew Reed,0,0,1,0,0
2020,USA,Rowing,Andrew Reed,0,0,1,0,0
2020,USA,Rowing,Austin Hack,0,0,1,0,0
2020,USA,Rowing,Austin Hack,0,0,1,0,0
2020,USA,Rowing,Benjamin Davison,0,0,1,0,0
2020,USA,Rowing,Benjamin Davison,0,0,1,0,0
2020,USA,Rowing,Brooke Mooney,0,0,1,0,0
2020,USA,Rowing,Brooke Mooney,0,0,1,0,0
2020,USA,Rowing,Charlotte Buck,0,0,1,0,0
2020,USA,Rowing,Charlotte Buck,0,0,1,0,0
2020,USA,Rowing,Cicely Madden,0,0,1,0,0
2020,USA,Rowing,Cicely Madden,0,0,1,0,0
2020,USA,Rowing,Claire Collins,0,0,1,0,0
2020,USA,Rowing,Claire Collins,0,0,1,0,0
2020,USA,Rowing,Clark Dean,0,0,1,0,0
2020,USA,Rowing,Clark Dean,0,0,1,0,0
2020,USA,Rowing,Daniel Miklasevich,0,0,1,0,0
2020,USA,Rowing,Daniel Miklasevich,0,0,1,0,0
2020,USA,Rowing,Ellen Tomek,0,0,1,0,0
2020,USA,Rowing,Ellen Tomek,0,0,1,0,0
2020,USA,Rowing,Genevra Stone,0,0,1,0,0
2020,USA,Rowing,Genevra Stone,0,0,1,0,0
2020,USA,Rowing,Gia Doonan,0,0,1,0,0
2020,USA,Rowing,Gia Doonan,0,0,1,0,0
2020,USA,Rowing,Grace Luczak,0,0,1,0,0
2020,USA,Rowing,Grace Luczak,0,0,1,0,0
2020,USA,Rowing,Jessica Thoennes,0,0,1,0,0
2020,USA,Rowing,Jessica Thoennes,0,0,1,0,0
2020,USA,Rowing,John Harrity,0,0,1,0,0
2020,USA,Rowing,John Harrity,0,0,1,0,0
2020,USA,Rowing,Julian Venonsky,0,0,1,0,0
2020,USA,Rowing,Julian Venonsky,0,0,1,0,0
2020,USA,Rowing,Justin Best,0,0,1,0,0
2020,USA,Rowing,Justin Best,0,0,1,0,0
2020,USA,Rowing,Kara Kohler,0,0,1,0,0
2020,USA,Rowing,Kara Kohler,0,0,1,0,0
2020,USA,Rowing,Katelin Guregian,0,0,1,0,0
2020,USA,Rowing,Katelin Guregian,0,0,1,0,0
2020,USA,Rowing,Kendall Chase,0,0,1,0,0
2020,USA,Rowing,Kendall Chase,0,0,1,0,0
2020,USA,Rowing,Kristina Wagner,0,0,1,0,0
2020,USA,Rowing,Kristina Wagner,0,0,1,0,0
2020,USA,Rowing,Kristine O'brien,0,0,1,0,0
2020,USA,Rowing,Kristine O'brien,0,0,1,0,0
2020,USA,Rowing,Liam Corrigan,0,0,1,0,0
2020,USA,Rowing,Liam Corrigan,0,0,1,0,0
2020,USA,Rowing,Madeleine Wanamaker,0,0,1,0,0
2020,USA,Rowing,Madeleine Wanamaker,0,0,1,0,0
2020,USA,Rowing,Mary Reckford,0,0,1,0,0
2020,USA,Rowing,Mary Reckford,0,0,1,0,0
2020,USA,Rowing,Megan Kalmoe,0,0,1,0,0
2020,USA,Rowing,Megan Kalmoe,0,0,1,0,0
2020,USA,Rowing,Meghan Musnicki,0,0,1,0,0
2020,USA,Rowing,Meghan Musnicki,0,0,1,0,0
2020,USA,Rowing,Meghan O'leary,0,0,1,0,0
2020,USA,Rowing,Meghan O'leary,0,0,1,0,0
2020,USA,Rowing,Michael Grady,0,0,1,0,0
2020,USA,Rowing,Michael Grady,0,0,1,0,0
2020,USA,Rowing,Michelle Sechser,0,0,1,0,0
2020,USA,Rowing,Michelle Sechser,0,0,1,0,0
2020,USA,Rowing,Nicholas Mead,0,0,1,0,0
2020,USA,Rowing,Nicholas Mead,0,0,1,0,0
2020,USA,Rowing,Olivia Coffey,0,0,1,0,0
2020,USA,Rowing,Olivia Coffey,0,0,1,0,0
2020,USA,Rowing,Regina Salmons,0,0,1,0,0
2020,USA,Rowing,Regina Salmons,0,0,1,0,0
2020,USA,Rowing,Tracy Eisser,0,0,1,0,0
2020,USA,Rowing,Tracy Eisser,0,0,1,0,0
2020,USA,Rugby Sevens,Abby Gustaitis,0,0,1,0,0
2020,USA,Rugby Sevens,Abby Gustaitis,0,0,1,0,0
2020,USA,Rugby Sevens,Alev Kelter,0,0,1,0,0
2020,USA,Rugby Sevens,Alev Kelter,0,0,1,0,0
2020,USA,Rugby Sevens,Ariana Ramsey,0,0,1,0,0
2020,USA,Rugby Sevens,Ariana Ramsey,0,0,1,0,0
2020,USA,Rugby Sevens,Brett Thompson,0,0,1,0,0
