NOC,Sport,Bronze Medals,Gold Medals,No Medals,Silver Medals,Total_Bronze,Total_Gold,Total_No_Medal,Total_Silver,Gold_Ratio,Silver_Ratio,Bronze_Ratio,No_Medal_Ratio
SRB,Rowing,0,0,16,0,1038,1026,8032,1025,0.0,0.0,0.0,0.00199203187250996
SRB,Shooting,2,0,60,2,425,428,10743,429,0.0,0.004662004662004662,0.004705882352941176,0.005585032113934655
SRB,Swimming,0,0,42,1,1027,1169,21573,1060,0.0,0.0009433962264150943,0.0,0.0019468780419969406
SRB,Table Tennis,0,0,9,0,70,64,2020,64,0.0,0.0,0.0,0.004455445544554455
SRB,Taekwondo,1,2,3,1,80,48,560,48,0.041666666666666664,0.020833333333333332,0.0125,0.005357142857142857
SRB,Tennis,1,0,31,0,136,114,2788,114,0.0,0.0,0.007352941176470588,0.011119081779053085
SRB,Volleyball,12,0,47,12,349,346,2651,346,0.0,0.03468208092485549,0.034383954154727794,0.017729158807996984
SRB,Water Polo,26,26,0,0,386,376,2997,373,0.06914893617021277,0.0,0.06735751295336788,0.0
SRB,Wrestling,1,1,8,0,504,431,6075,433,0.002320185614849188,0.0,0.001984126984126984,0.0013168724279835392
SRI,Artistic Gymnastics,0,0,5,0,21,20,1000,20,0.0,0.0,0.0,0.005
SRI,Athletics,0,0,67,2,1373,1422,36743,1404,0.0,0.0014245014245014246,0.0,0.0018234765805731704
SRI,Badminton,0,0,6,0,68,62,1446,62,0.0,0.0,0.0,0.004149377593360996
SRI,Boxing,0,0,14,0,467,265,5340,264,0.0,0.0,0.0,0.0026217228464419477
SRI,Cycling,0,0,1,0,414,424,9596,425,0.0,0.0,0.0,0.00010421008753647353
SRI,Diving,0,0,2,0,155,154,2558,154,0.0,0.0,0.0,0.0007818608287724785
SRI,Equestrian,0,0,1,0,14,15,377,14,0.0,0.0,0.0,0.002652519893899204
SRI,Judo,0,0,2,0,325,162,3668,162,0.0,0.0,0.0,0.0005452562704471102
SRI,Sailing,0,0,4,0,382,465,5659,430,0.0,0.0,0.0,0.0007068386640749249
SRI,Shooting,0,0,23,0,425,428,10743,429,0.0,0.0,0.0,0.0021409289770082844
SRI,Swimming,0,0,27,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0012515644555694619
SRI,Weightlifting,0,0,4,0,230,231,3446,227,0.0,0.0,0.0,0.0011607661056297156
SRI,Wrestling,0,0,1,0,504,431,6075,433,0.0,0.0,0.0,0.0001646090534979424
SSD,Athletics,0,0,5,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0001360803418338187
STP,Athletics,0,0,13,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0003538088887679286
STP,Canoe Sprint,0,0,4,0,22,22,346,22,0.0,0.0,0.0,0.011560693641618497
STP,Canoeing,0,0,3,0,389,388,5006,388,0.0,0.0,0.0,0.0005992808629644426
SUD,Athletics,0,0,53,1,1373,1422,36743,1404,0.0,0.0007122507122507123,0.0,0.0014424516234384781
SUD,Boxing,0,0,20,0,467,265,5340,264,0.0,0.0,0.0,0.003745318352059925
SUD,Football,0,0,14,0,587,559,5650,557,0.0,0.0,0.0,0.00247787610619469
SUD,Judo,0,0,4,0,325,162,3668,162,0.0,0.0,0.0,0.0010905125408942203
SUD,Rowing,0,0,1,0,1038,1026,8032,1025,0.0,0.0,0.0,0.0001245019920318725
SUD,Shooting,0,0,6,0,425,428,10743,429,0.0,0.0,0.0,0.0005585032113934655
SUD,Swimming,0,0,8,0,1027,1169,21573,1060,0.0,0.0,0.0,0.00037083391276132203
SUD,Table Tennis,0,0,1,0,70,64,2020,64,0.0,0.0,0.0,0.0004950495049504951
SUD,Weightlifting,0,0,4,0,230,231,3446,227,0.0,0.0,0.0,0.0011607661056297156
SUI,Aeronautics,0,1,0,0,0,1,0,0,1.0,0.0,0.0,0.0
SUI,Alpinism,0,2,0,0,0,4,0,0,0.5,0.0,0.0,0.0
SUI,Archery,0,0,16,0,108,145,2209,130,0.0,0.0,0.0,0.007243096423721141
SUI,Art Competitions,1,3,149,5,51,49,3422,56,0.061224489795918366,0.08928571428571429,0.0196078431372549,0.043541788427819986
SUI,Artistic Gymnastics,0,0,37,0,21,20,1000,20,0.0,0.0,0.0,0.037
SUI,Athletics,2,0,447,6,1373,1422,36743,1404,0.0,0.004273504273504274,0.0014566642388929353,0.012165582559943391
SUI,Badminton,0,0,13,0,68,62,1446,62,0.0,0.0,0.0,0.008990318118948824
SUI,Basketball,0,0,36,0,380,389,3672,383,0.0,0.0,0.0,0.00980392156862745
SUI,Beach Volleyball,4,0,26,0,28,28,576,28,0.0,0.0,0.14285714285714285,0.04513888888888889
SUI,Boxing,0,0,38,0,467,265,5340,264,0.0,0.0,0.0,0.007116104868913857
SUI,Canoe Slalom,0,0,4,0,4,4,79,4,0.0,0.0,0.0,0.05063291139240506
SUI,Canoeing,0,0,78,4,389,388,5006,388,0.0,0.010309278350515464,0.0,0.01558130243707551
SUI,Cycling,6,5,264,15,414,424,9596,425,0.01179245283018868,0.03529411764705882,0.014492753623188406,0.02751146310962901
SUI,Cycling BMX Freestyle,1,0,0,0,2,2,12,2,0.0,0.0,0.5,0.0
SUI,Cycling BMX Racing,0,0,3,0,2,2,42,2,0.0,0.0,0.0,0.07142857142857142
SUI,Cycling Mountain Bike,1,1,2,2,2,2,70,2,0.5,1.0,0.5,0.02857142857142857
SUI,Cycling Road,0,0,6,1,4,4,247,4,0.0,0.25,0.0,0.024291497975708502
SUI,Cycling Track,0,0,11,0,29,29,339,29,0.0,0.0,0.0,0.032448377581120944
SUI,Diving,0,0,23,0,155,154,2558,154,0.0,0.0,0.0,0.008991399530883503
SUI,Equestrian,0,0,17,0,14,15,377,14,0.0,0.0,0.0,0.04509283819628647
SUI,Equestrianism,15,5,226,30,319,324,5379,322,0.015432098765432098,0.09316770186335403,0.047021943573667714,0.0420152444692322
SUI,Fencing,12,1,222,10,596,624,9321,613,0.0016025641025641025,0.01631321370309951,0.020134228187919462,0.023817186997103314
SUI,Figure Skating,0,0,1,0,9,9,27,9,0.0,0.0,0.0,0.037037037037037035
SUI,Football,0,0,28,15,587,559,5650,557,0.0,0.026929982046678635,0.0,0.00495575221238938
SUI,Golf,0,0,4,0,18,17,315,17,0.0,0.0,0.0,0.012698412698412698
SUI,Gymnastics,21,23,779,40,719,791,24451,746,0.029077117572692796,0.05361930294906166,0.02920723226703755,0.0318596376426322
SUI,Handball,17,0,42,0,384,381,2880,388,0.0,0.0,0.044270833333333336,0.014583333333333334
SUI,Hockey,0,0,72,0,548,554,4213,534,0.0,0.0,0.0,0.017089959648706386
SUI,Ice Hockey,0,0,8,0,8,8,33,11,0.0,0.0,0.0,0.24242424242424243
SUI,Judo,2,1,32,1,325,162,3668,162,0.006172839506172839,0.006172839506172839,0.006153846153846154,0.008724100327153763
SUI,Karate,0,0,1,0,16,8,49,8,0.0,0.0,0.0,0.02040816326530612
SUI,Modern Pentathlon,0,0,43,0,64,64,1557,64,0.0,0.0,0.0,0.027617212588310854
SUI,Rhythmic Gymnastics,0,0,2,0,50,50,604,50,0.0,0.0,0.0,0.0033112582781456954
SUI,Rowing,24,24,187,27,1038,1026,8032,1025,0.023391812865497075,0.026341463414634145,0.023121387283236993,0.02328187250996016
SUI,Sailing,3,3,154,6,382,465,5659,430,0.0064516129032258064,0.013953488372093023,0.007853403141361256,0.027213288566884607
SUI,Shooting,23,23,245,9,425,428,10743,429,0.053738317757009345,0.02097902097902098,0.05411764705882353,0.022805547798566507
SUI,Sport Climbing,0,0,1,0,2,2,34,2,0.0,0.0,0.0,0.029411764705882353
SUI,Swimming,3,0,270,0,1027,1169,21573,1060,0.0,0.0,0.0029211295034079843,0.012515644555694618
SUI,Synchronized Swimming,0,0,25,0,70,74,694,71,0.0,0.0,0.0,0.03602305475504323
SUI,Table Tennis,0,0,2,0,70,64,2020,64,0.0,0.0,0.0,0.0009900990099009901
SUI,Taekwondo,0,0,1,0,80,48,560,48,0.0,0.0,0.0,0.0017857142857142857
SUI,Tennis,0,4,51,5,136,114,2788,114,0.03508771929824561,0.043859649122807015,0.0,0.018292682926829267
SUI,Trampolining,0,0,2,0,10,10,122,10,0.0,0.0,0.0,0.01639344262295082
SUI,Triathlon,2,2,28,1,17,17,660,17,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.04242424242424243
SUI,Water Polo,0,0,36,0,386,376,2997,373,0.0,0.0,0.0,0.012012012012012012
SUI,Weightlifting,2,0,36,2,230,231,3446,227,0.0,0.00881057268722467,0.008695652173913044,0.01044689495066744
SUI,Wrestling,7,4,100,4,504,431,6075,433,0.009280742459396751,0.009237875288683603,0.013888888888888888,0.01646090534979424
SUR,Athletics,0,0,29,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0007892659826361484
SUR,Badminton,0,0,4,0,68,62,1446,62,0.0,0.0,0.0,0.0027662517289073307
SUR,Cycling,0,0,3,0,414,424,9596,425,0.0,0.0,0.0,0.0003126302626094206
SUR,Cycling Track,0,0,2,0,29,29,339,29,0.0,0.0,0.0,0.0058997050147492625
SUR,Judo,0,0,5,0,325,162,3668,162,0.0,0.0,0.0,0.0013631406761177754
SUR,Swimming,1,1,29,0,1027,1169,21573,1060,0.000855431993156544,0.0,0.0009737098344693282,0.0013442729337597922
SVK,Archery,0,0,3,0,108,145,2209,130,0.0,0.0,0.0,0.001358080579447714
SVK,Artistic Gymnastics,0,0,5,0,21,20,1000,20,0.0,0.0,0.0,0.005
SVK,Athletics,0,1,101,0,1373,1422,36743,1404,0.0007032348804500703,0.0,0.0,0.0027488229050431374
SVK,Badminton,0,0,3,0,68,62,1446,62,0.0,0.0,0.0,0.002074688796680498
SVK,Basketball,0,0,12,0,380,389,3672,383,0.0,0.0,0.0,0.0032679738562091504
SVK,Boxing,0,0,3,0,467,265,5340,264,0.0,0.0,0.0,0.0005617977528089888
SVK,Canoe Slalom,0,0,3,1,4,4,79,4,0.0,0.25,0.0,0.0379746835443038
SVK,Canoe Sprint,4,0,3,0,22,22,346,22,0.0,0.0,0.18181818181818182,0.008670520231213872
SVK,Canoeing,8,12,74,12,389,388,5006,388,0.030927835051546393,0.030927835051546393,0.02056555269922879,0.014782261286456252
SVK,Cycling,0,0,45,0,414,424,9596,425,0.0,0.0,0.0,0.004689453939141309
SVK,Cycling Road,0,0,3,0,4,4,247,4,0.0,0.0,0.0,0.012145748987854251
SVK,Football,0,0,18,0,587,559,5650,557,0.0,0.0,0.0,0.003185840707964602
SVK,Golf,0,0,0,1,18,17,315,17,0.0,0.058823529411764705,0.0,0.0
SVK,Gymnastics,0,0,28,0,719,791,24451,746,0.0,0.0,0.0,0.001145147437732608
SVK,Judo,0,0,6,1,325,162,3668,162,0.0,0.006172839506172839,0.0,0.0016357688113413304
SVK,Rowing,0,0,5,0,1038,1026,8032,1025,0.0,0.0,0.0,0.0006225099601593625
SVK,Sailing,0,0,7,0,382,465,5659,430,0.0,0.0,0.0,0.0012369676621311187
SVK,Shooting,3,1,50,2,425,428,10743,429,0.002336448598130841,0.004662004662004662,0.007058823529411765,0.004654193428278879
SVK,Swimming,0,0,42,2,1027,1169,21573,1060,0.0,0.0018867924528301887,0.0,0.0019468780419969406
SVK,Synchronized Swimming,0,0,6,0,70,74,694,71,0.0,0.0,0.0,0.008645533141210375
SVK,Table Tennis,0,0,9,0,70,64,2020,64,0.0,0.0,0.0,0.004455445544554455
SVK,Tennis,0,0,50,0,136,114,2788,114,0.0,0.0,0.0,0.017934002869440458
SVK,Trampolining,0,0,1,0,10,10,122,10,0.0,0.0,0.0,0.00819672131147541
SVK,Triathlon,0,0,3,0,17,17,660,17,0.0,0.0,0.0,0.004545454545454545
SVK,Water Polo,0,0,13,0,386,376,2997,373,0.0,0.0,0.0,0.004337671004337671
SVK,Weightlifting,0,0,10,0,230,231,3446,227,0.0,0.0,0.0,0.002901915264074289
SVK,Wrestling,1,0,13,0,504,431,6075,433,0.0,0.0,0.001984126984126984,0.002139917695473251
SWE,Archery,0,0,67,2,108,145,2209,130,0.0,0.015384615384615385,0.0,0.030330466274332276
SWE,Art Competitions,2,2,103,0,51,49,3422,56,0.04081632653061224,0.0,0.0392156862745098,0.03009935710111046
SWE,Artistic Gymnastics,0,0,8,0,21,20,1000,20,0.0,0.0,0.0,0.008
SWE,Athletics,61,34,897,36,1373,1422,36743,1404,0.02390998593530239,0.02564102564102564,0.04442825928623452,0.024412813324987074
SWE,Badminton,0,0,36,0,68,62,1446,62,0.0,0.0,0.0,0.024896265560165973
SWE,Basketball,0,0,12,0,380,389,3672,383,0.0,0.0,0.0,0.0032679738562091504
SWE,Beach Volleyball,0,0,6,0,28,28,576,28,0.0,0.0,0.0,0.010416666666666666
SWE,Boxing,6,0,68,5,467,265,5340,264,0.0,0.01893939393939394,0.01284796573875803,0.012734082397003745
SWE,Canoe Slalom,0,0,1,0,4,4,79,4,0.0,0.0,0.0,0.012658227848101266
SWE,Canoe Sprint,0,0,3,0,22,22,346,22,0.0,0.0,0.0,0.008670520231213872
SWE,Canoeing,11,23,172,23,389,388,5006,388,0.059278350515463915,0.059278350515463915,0.028277634961439587,0.03435876947662805
SWE,Cycling,22,15,190,11,414,424,9596,425,0.03537735849056604,0.02588235294117647,0.05314009661835749,0.01979991663192997
SWE,Cycling Mountain Bike,0,0,1,0,2,2,70,2,0.0,0.0,0.0,0.014285714285714285
SWE,Diving,7,6,133,8,155,154,2558,154,0.03896103896103896,0.05194805194805195,0.04516129032258064,0.05199374511336982
SWE,Equestrian,0,4,18,1,14,15,377,14,0.26666666666666666,0.07142857142857142,0.0,0.04774535809018567
SWE,Equestrianism,24,37,306,24,319,324,5379,322,0.11419753086419752,0.07453416149068323,0.07523510971786834,0.05688789737869492
SWE,Fencing,7,6,220,13,596,624,9321,613,0.009615384615384616,0.021207177814029365,0.01174496644295302,0.02360261774487716
SWE,Figure Skating,1,3,2,2,9,9,27,9,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.07407407407407407
SWE,Football,30,12,181,40,587,559,5650,557,0.02146690518783542,0.0718132854578097,0.05110732538330494,0.032035398230088497
SWE,Golf,0,0,7,1,18,17,315,17,0.0,0.058823529411764705,0.0,0.022222222222222223
SWE,Gymnastics,1,95,386,7,719,791,24451,746,0.12010113780025285,0.00938337801608579,0.0013908205841446453,0.015786675391599527
SWE,Handball,0,0,135,61,384,381,2880,388,0.0,0.15721649484536082,0.0,0.046875
SWE,Ice Hockey,0,0,11,0,8,8,33,11,0.0,0.0,0.0,0.3333333333333333
SWE,Judo,0,0,32,0,325,162,3668,162,0.0,0.0,0.0,0.008724100327153763
SWE,Modern Pentathlon,7,9,77,9,64,64,1557,64,0.140625,0.140625,0.109375,0.04945407835581246
SWE,Rhythmic Gymnastics,0,0,1,0,50,50,604,50,0.0,0.0,0.0,0.0016556291390728477
SWE,Rowing,0,0,140,10,1038,1026,8032,1025,0.0,0.00975609756097561,0.0,0.01743027888446215
SWE,Sailing,35,33,219,48,382,465,5659,430,0.07096774193548387,0.11162790697674418,0.09162303664921466,0.03869941685810214
SWE,Shooting,40,32,449,54,425,428,10743,429,0.07476635514018691,0.1258741258741259,0.09411764705882353,0.04179465698594433
SWE,Skateboarding,0,0,1,0,4,4,68,4,0.0,0.0,0.0,0.014705882352941176
SWE,Swimming,35,9,701,27,1027,1169,21573,1060,0.007698887938408896,0.02547169811320755,0.034079844206426485,0.03249432160571084
SWE,Synchronized Swimming,0,0,1,0,70,74,694,71,0.0,0.0,0.0,0.001440922190201729
SWE,Table Tennis,1,1,65,1,70,64,2020,64,0.015625,0.015625,0.014285714285714285,0.03217821782178218
SWE,Taekwondo,0,0,8,0,80,48,560,48,0.0,0.0,0.0,0.014285714285714285
SWE,Tennis,8,0,116,6,136,114,2788,114,0.0,0.05263157894736842,0.058823529411764705,0.04160688665710186
SWE,Triathlon,0,0,3,1,17,17,660,17,0.0,0.058823529411764705,0.0,0.004545454545454545
SWE,Tug-Of-War,8,11,8,0,29,43,55,43,0.2558139534883721,0.0,0.27586206896551724,0.14545454545454545
SWE,Volleyball,0,0,12,0,349,346,2651,346,0.0,0.0,0.0,0.004526593738211996
SWE,Water Polo,17,0,47,7,386,376,2997,373,0.0,0.01876675603217158,0.04404145077720207,0.01568234901568235
SWE,Weightlifting,4,0,61,0,230,231,3446,227,0.0,0.0,0.017391304347826087,0.017701683110853163
SWE,Wrestling,31,28,203,27,504,431,6075,433,0.06496519721577726,0.06235565819861432,0.061507936507936505,0.0334156378600823
SWZ,Athletics,0,0,35,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0009525623928367308
SWZ,Boxing,0,0,9,0,467,265,5340,264,0.0,0.0,0.0,0.0016853932584269663
SWZ,Shooting,0,0,2,0,425,428,10743,429,0.0,0.0,0.0,0.00018616773713115518
SWZ,Swimming,0,0,18,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0008343763037129745
SWZ,Taekwondo,0,0,1,0,80,48,560,48,0.0,0.0,0.0,0.0017857142857142857
SWZ,Weightlifting,0,0,3,0,230,231,3446,227,0.0,0.0,0.0,0.0008705745792222867
SYR,Athletics,0,1,32,0,1373,1422,36743,1404,0.0007032348804500703,0.0,0.0,0.0008709141877364395
SYR,Boxing,1,0,18,0,467,265,5340,264,0.0,0.0,0.0021413276231263384,0.0033707865168539327
SYR,Cycling,0,0,1,0,414,424,9596,425,0.0,0.0,0.0,0.00010421008753647353
SYR,Diving,0,0,2,0,155,154,2558,154,0.0,0.0,0.0,0.0007818608287724785
SYR,Equestrian,0,0,1,0,14,15,377,14,0.0,0.0,0.0,0.002652519893899204
SYR,Equestrianism,0,0,1,0,319,324,5379,322,0.0,0.0,0.0,0.00018590816136828406
SYR,Football,0,0,15,0,587,559,5650,557,0.0,0.0,0.0,0.002654867256637168
SYR,Judo,0,0,9,0,325,162,3668,162,0.0,0.0,0.0,0.0024536532170119957
SYR,Shooting,0,0,12,0,425,428,10743,429,0.0,0.0,0.0,0.001117006422786931
SYR,Swimming,0,0,14,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0006489593473323136
SYR,Table Tennis,0,0,2,0,70,64,2020,64,0.0,0.0,0.0,0.0009900990099009901
SYR,Triathlon,0,0,2,0,17,17,660,17,0.0,0.0,0.0,0.0030303030303030303
SYR,Weightlifting,1,0,12,0,230,231,3446,227,0.0,0.0,0.004347826086956522,0.003482298316889147
SYR,Wrestling,0,0,37,1,504,431,6075,433,0.0,0.0023094688221709007,0.0,0.006090534979423868
TAN,Athletics,0,0,103,2,1373,1422,36743,1404,0.0,0.0014245014245014246,0.0,0.0028032550417766647
TAN,Boxing,0,0,36,0,467,265,5340,264,0.0,0.0,0.0,0.006741573033707865
TAN,Hockey,0,0,16,0,548,554,4213,534,0.0,0.0,0.0,0.0037977688108236413
TAN,Judo,0,0,1,0,325,162,3668,162,0.0,0.0,0.0,0.0002726281352235551
TAN,Swimming,0,0,6,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0002781254345709915
TCH,Archery,0,0,4,0,108,145,2209,130,0.0,0.0,0.0,0.0018107741059302852
TCH,Art Competitions,2,0,84,1,51,49,3422,56,0.0,0.017857142857142856,0.0392156862745098,0.024547048509643482
TCH,Athletics,5,11,339,8,1373,1422,36743,1404,0.007735583684950774,0.005698005698005698,0.003641660597232338,0.009226247176332907
TCH,Badminton,0,0,2,0,68,62,1446,62,0.0,0.0,0.0,0.0013831258644536654
TCH,Basketball,0,0,123,0,380,389,3672,383,0.0,0.0,0.0,0.03349673202614379
TCH,Boxing,2,3,45,1,467,265,5340,264,0.011320754716981131,0.003787878787878788,0.004282655246252677,0.008426966292134831
TCH,Canoeing,1,10,151,7,389,388,5006,388,0.02577319587628866,0.01804123711340206,0.002570694087403599,0.03016380343587695
TCH,Cycling,8,2,160,3,414,424,9596,425,0.0047169811320754715,0.007058823529411765,0.01932367149758454,0.016673614005835766
TCH,Diving,0,1,17,1,155,154,2558,154,0.006493506493506494,0.006493506493506494,0.0,0.006645817044566067
TCH,Equestrianism,0,1,56,0,319,324,5379,322,0.0030864197530864196,0.0,0.0,0.010410857036623908
TCH,Fencing,0,0,108,0,596,624,9321,613,0.0,0.0,0.0,0.011586739620212423
TCH,Football,0,16,51,17,587,559,5650,557,0.028622540250447227,0.03052064631956912,0.0,0.009026548672566371
TCH,Gymnastics,17,19,979,42,719,791,24451,746,0.02402022756005057,0.05630026809651475,0.02364394993045897,0.04003926219786512
TCH,Handball,0,0,72,16,384,381,2880,388,0.0,0.041237113402061855,0.0,0.025
TCH,Hockey,0,0,0,16,548,554,4213,534,0.0,0.0299625468164794,0.0,0.0
TCH,Ice Hockey,8,0,0,0,8,8,33,11,0.0,0.0,1.0,0.0
TCH,Judo,1,0,16,0,325,162,3668,162,0.0,0.0,0.003076923076923077,0.004362050163576881
TCH,Modern Pentathlon,1,0,29,3,64,64,1557,64,0.0,0.046875,0.015625,0.018625561978163133
TCH,Rhythmic Gymnastics,0,0,4,0,50,50,604,50,0.0,0.0,0.0,0.006622516556291391
TCH,Rowing,34,7,201,4,1038,1026,8032,1025,0.00682261208576998,0.003902439024390244,0.03275529865125241,0.025024900398406373
TCH,Sailing,0,0,12,0,382,465,5659,430,0.0,0.0,0.0,0.002120515992224775
TCH,Shooting,2,4,184,3,425,428,10743,429,0.009345794392523364,0.006993006993006993,0.004705882352941176,0.017127431816066276
TCH,Swimming,0,0,110,0,1027,1169,21573,1060,0.0,0.0,0.0,0.005098966300468178
TCH,Synchronized Swimming,0,0,1,0,70,74,694,71,0.0,0.0,0.0,0.001440922190201729
TCH,Table Tennis,0,0,12,0,70,64,2020,64,0.0,0.0,0.0,0.005940594059405941
TCH,Tennis,4,1,28,2,136,114,2788,114,0.008771929824561403,0.017543859649122806,0.029411764705882353,0.010043041606886656
TCH,Volleyball,12,0,60,11,349,346,2651,346,0.0,0.031791907514450865,0.034383954154727794,0.022632968691059976
TCH,Water Polo,0,0,43,0,386,376,2997,373,0.0,0.0,0.0,0.01434768101434768
TCH,Weightlifting,3,3,58,2,230,231,3446,227,0.012987012987012988,0.00881057268722467,0.013043478260869565,0.016831108531630876
TCH,Wrestling,7,1,90,7,504,431,6075,433,0.002320185614849188,0.016166281755196306,0.013888888888888888,0.014814814814814815
TGA,Archery,0,0,3,0,108,145,2209,130,0.0,0.0,0.0,0.001358080579447714
TGA,Athletics,0,0,21,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0005715374357020385
TGA,Boxing,0,0,12,1,467,265,5340,264,0.0,0.003787878787878788,0.0,0.0022471910112359553
TGA,Judo,0,0,1,0,325,162,3668,162,0.0,0.0,0.0,0.0002726281352235551
TGA,Swimming,0,0,5,0,1027,1169,21573,1060,0.0,0.0,0.0,0.00023177119547582625
TGA,Taekwondo,0,0,3,0,80,48,560,48,0.0,0.0,0.0,0.005357142857142857
TGA,Weightlifting,0,0,5,0,230,231,3446,227,0.0,0.0,0.0,0.0014509576320371445
THA,Archery,0,0,7,0,108,145,2209,130,0.0,0.0,0.0,0.003168854685377999
THA,Athletics,0,0,161,0,1373,1422,36743,1404,0.0,0.0,0.0,0.004381787007048962
THA,Badminton,0,0,57,0,68,62,1446,62,0.0,0.0,0.0,0.03941908713692946
THA,Basketball,0,0,9,0,380,389,3672,383,0.0,0.0,0.0,0.0024509803921568627
THA,Boxing,7,4,72,4,467,265,5340,264,0.01509433962264151,0.015151515151515152,0.014989293361884369,0.01348314606741573
THA,Canoe Sprint,0,0,1,0,22,22,346,22,0.0,0.0,0.0,0.002890173410404624
THA,Canoeing,0,0,1,0,389,388,5006,388,0.0,0.0,0.0,0.00019976028765481422
THA,Cycling,0,0,50,0,414,424,9596,425,0.0,0.0,0.0,0.005210504376823677
THA,Cycling BMX Racing,0,0,1,0,2,2,42,2,0.0,0.0,0.0,0.023809523809523808
THA,Cycling Road,0,0,1,0,4,4,247,4,0.0,0.0,0.0,0.004048582995951417
THA,Diving,0,0,6,0,155,154,2558,154,0.0,0.0,0.0,0.0023455824863174357
THA,Equestrian,0,0,6,0,14,15,377,14,0.0,0.0,0.0,0.015915119363395226
THA,Equestrianism,0,0,2,0,319,324,5379,322,0.0,0.0,0.0,0.0003718163227365681
THA,Fencing,0,0,19,0,596,624,9321,613,0.0,0.0,0.0,0.002038407896148482
THA,Football,0,0,28,0,587,559,5650,557,0.0,0.0,0.0,0.00495575221238938
THA,Golf,0,0,8,0,18,17,315,17,0.0,0.0,0.0,0.025396825396825397
THA,Judo,0,0,11,0,325,162,3668,162,0.0,0.0,0.0,0.0029989094874591058
THA,Rowing,0,0,7,0,1038,1026,8032,1025,0.0,0.0,0.0,0.0008715139442231076
THA,Sailing,0,0,35,0,382,465,5659,430,0.0,0.0,0.0,0.006184838310655593
THA,Shooting,0,0,126,0,425,428,10743,429,0.0,0.0,0.0,0.011728567439262776
THA,Swimming,0,0,86,0,1027,1169,21573,1060,0.0,0.0,0.0,0.003986464562184212
THA,Table Tennis,0,0,9,0,70,64,2020,64,0.0,0.0,0.0,0.004455445544554455
THA,Taekwondo,3,1,9,2,80,48,560,48,0.020833333333333332,0.041666666666666664,0.0375,0.01607142857142857
THA,Tennis,0,0,13,0,136,114,2788,114,0.0,0.0,0.0,0.004662840746054519
THA,Weightlifting,4,5,32,2,230,231,3446,227,0.021645021645021644,0.00881057268722467,0.017391304347826087,0.009286128845037725
TJK,Archery,0,0,2,0,108,145,2209,130,0.0,0.0,0.0,0.0009053870529651426
TJK,Athletics,0,1,11,0,1373,1422,36743,1404,0.0007032348804500703,0.0,0.0,0.00029937675203440113
TJK,Boxing,1,0,12,0,467,265,5340,264,0.0,0.0,0.0021413276231263384,0.0022471910112359553
TJK,Diving,0,0,2,0,155,154,2558,154,0.0,0.0,0.0,0.0007818608287724785
TJK,Judo,1,0,13,0,325,162,3668,162,0.0,0.0,0.003076923076923077,0.003544165757906216
TJK,Shooting,0,0,4,0,425,428,10743,429,0.0,0.0,0.0,0.00037233547426231036
TJK,Swimming,0,0,9,0,1027,1169,21573,1060,0.0,0.0,0.0,0.00041718815185648727
TJK,Taekwondo,0,0,2,0,80,48,560,48,0.0,0.0,0.0,0.0035714285714285713
TJK,Weightlifting,0,0,1,0,230,231,3446,227,0.0,0.0,0.0,0.0002901915264074289
TJK,Wrestling,0,0,10,1,504,431,6075,433,0.0,0.0023094688221709007,0.0,0.0016460905349794238
TKM,Athletics,0,0,12,0,1373,1422,36743,1404,0.0,0.0,0.0,0.00032659282040116487
TKM,Boxing,0,0,7,0,467,265,5340,264,0.0,0.0,0.0,0.0013108614232209739
TKM,Judo,0,0,11,0,325,162,3668,162,0.0,0.0,0.0,0.0029989094874591058
TKM,Shooting,0,0,5,0,425,428,10743,429,0.0,0.0,0.0,0.00046541934282788794
TKM,Swimming,0,0,11,0,1027,1169,21573,1060,0.0,0.0,0.0,0.0005098966300468178
TKM,Table Tennis,0,0,2,0,70,64,2020,64,0.0,0.0,0.0,0.0009900990099009901
TKM,Weightlifting,0,0,13,1,230,231,3446,227,0.0,0.004405286343612335,0.0,0.0037724898432965758
TKM,Wrestling,0,0,2,0,504,431,6075,433,0.0,0.0,0.0,0.0003292181069958848
TLS,Athletics,0,0,8,0,1373,1422,36743,1404,0.0,0.0,0.0,0.00021772854693410989
TLS,Cycling,0,0,1,0,414,424,9596,425,0.0,0.0,0.0,0.00010421008753647353
TLS,Swimming,0,0,2,0,1027,1169,21573,1060,0.0,0.0,0.0,9.270847819033051e-05
TOG,Athletics,0,0,32,0,1373,1422,36743,1404,0.0,0.0,0.0,0.0008709141877364395
TOG,Boxing,0,0,8,0,467,265,5340,264,0.0,0.0,0.0,0.00149812734082397
TOG,Canoeing,1,0,2,0,389,388,5006,388,0.0,0.0,0.002570694087403599,0.00039952057530962844
